libelle_departement,code_departement,date,indicateur,valeur
Finistère,29,01/01/2017,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Finistère,29,01/01/2018,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Finistère,29,01/01/2019,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Finistère,29,01/01/2020,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Finistère,29,01/01/2021,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Finistère,29,01/01/2022,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Finistère,29,01/01/2023,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Finistère,29,01/01/2024,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2000,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2001,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2002,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2003,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2004,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2005,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2006,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2007,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2008,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2009,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2010,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2011,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2012,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2013,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2014,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2015,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2016,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2017,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2018,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2019,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2020,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2021,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2022,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2023,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Ille-et-Vilaine,35,01/01/2024,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Morbihan,56,01/01/2000,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Morbihan,56,01/01/2001,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Morbihan,56,01/01/2002,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Morbihan,56,01/01/2003,Puissance installée d'électricité par panneaux solaires thermiques (kw),50.0
Morbihan,56,01/01/2004,Puissance installée d'électricité par panneaux solaires thermiques (kw),190.0
Morbihan,56,01/01/2005,Puissance installée d'électricité par panneaux solaires thermiques (kw),530.0
Morbihan,56,01/01/2006,Puissance installée d'électricité par panneaux solaires thermiques (kw),1410.0
Morbihan,56,01/01/2007,Puissance installée d'électricité par panneaux solaires thermiques (kw),2310.0
Morbihan,56,01/01/2008,Puissance installée d'électricité par panneaux solaires thermiques (kw),3090.0
Morbihan,56,01/01/2009,Puissance installée d'électricité par panneaux solaires thermiques (kw),3860.0
Morbihan,56,01/01/2010,Puissance installée d'électricité par panneaux solaires thermiques (kw),4560.0
Morbihan,56,01/01/2011,Puissance installée d'électricité par panneaux solaires thermiques (kw),5410.0
Morbihan,56,01/01/2012,Puissance installée d'électricité par panneaux solaires thermiques (kw),6220.0
Morbihan,56,01/01/2013,Puissance installée d'électricité par panneaux solaires thermiques (kw),7030.0
Morbihan,56,01/01/2014,Puissance installée d'électricité par panneaux solaires thermiques (kw),7680.0
Morbihan,56,01/01/2015,Puissance installée d'électricité par panneaux solaires thermiques (kw),8520.0
Morbihan,56,01/01/2016,Puissance installée d'électricité par panneaux solaires thermiques (kw),9220.0
Morbihan,56,01/01/2017,Puissance installée d'électricité par panneaux solaires thermiques (kw),10090.0
Morbihan,56,01/01/2018,Puissance installée d'électricité par panneaux solaires thermiques (kw),10410.0
Morbihan,56,01/01/2019,Puissance installée d'électricité par panneaux solaires thermiques (kw),10670.0
Morbihan,56,01/01/2020,Puissance installée d'électricité par panneaux solaires thermiques (kw),10870.0
Morbihan,56,01/01/2021,Puissance installée d'électricité par panneaux solaires thermiques (kw),11290.0
Morbihan,56,01/01/2022,Puissance installée d'électricité par panneaux solaires thermiques (kw),11900.0
Morbihan,56,01/01/2023,Puissance installée d'électricité par panneaux solaires thermiques (kw),12560.0
Morbihan,56,01/01/2024,Puissance installée d'électricité par panneaux solaires thermiques (kw),12920.0
Côtes-d'Armor,22,01/01/2000,Production d’hydroélectricité (Mwh),53002.0
Côtes-d'Armor,22,01/01/2001,Production d’hydroélectricité (Mwh),50000.0
Côtes-d'Armor,22,01/01/2002,Production d’hydroélectricité (Mwh),37000.0
Côtes-d'Armor,22,01/01/2003,Production d’hydroélectricité (Mwh),20999.0
Côtes-d'Armor,22,01/01/2004,Production d’hydroélectricité (Mwh),36925.0
Côtes-d'Armor,22,01/01/2005,Production d’hydroélectricité (Mwh),23999.0
Côtes-d'Armor,22,01/01/2006,Production d’hydroélectricité (Mwh),34860.0
Côtes-d'Armor,22,01/01/2007,Production d’hydroélectricité (Mwh),37234.0
Côtes-d'Armor,22,01/01/2008,Production d’hydroélectricité (Mwh),40819.0
Côtes-d'Armor,22,01/01/2009,Production d’hydroélectricité (Mwh),37524.0
Côtes-d'Armor,22,01/01/2010,Production d’hydroélectricité (Mwh),33740.0
Côtes-d'Armor,22,01/01/2011,Production d’hydroélectricité (Mwh),15689.0
Côtes-d'Armor,22,01/01/2012,Production d’hydroélectricité (Mwh),27791.0
Côtes-d'Armor,22,01/01/2013,Production d’hydroélectricité (Mwh),39135.0
Côtes-d'Armor,22,01/01/2014,Production d’hydroélectricité (Mwh),39394.0
Côtes-d'Armor,22,01/01/2015,Production d’hydroélectricité (Mwh),19196.0
Côtes-d'Armor,22,01/01/2016,Production d’hydroélectricité (Mwh),30031.0
Côtes-d'Armor,22,01/01/2017,Production d’hydroélectricité (Mwh),12086.0
Côtes-d'Armor,22,01/01/2018,Production d’hydroélectricité (Mwh),37134.0
Côtes-d'Armor,22,01/01/2019,Production d’hydroélectricité (Mwh),30351.0
Côtes-d'Armor,22,01/01/2020,Production d’hydroélectricité (Mwh),43106.0
Côtes-d'Armor,22,01/01/2021,Production d’hydroélectricité (Mwh),31521.0
Côtes-d'Armor,22,01/01/2022,Production d’hydroélectricité (Mwh),21584.0
Côtes-d'Armor,22,01/01/2023,Production d’hydroélectricité (Mwh),33528.0
Côtes-d'Armor,22,01/01/2024,Production d’hydroélectricité (Mwh),36678.0
Finistère,29,01/01/2000,Production d’hydroélectricité (Mwh),21000.0
Finistère,29,01/01/2001,Production d’hydroélectricité (Mwh),16000.0
Finistère,29,01/01/2002,Production d’hydroélectricité (Mwh),17000.0
Finistère,29,01/01/2003,Production d’hydroélectricité (Mwh),10000.0
Finistère,29,01/01/2004,Production d’hydroélectricité (Mwh),11495.0
Finistère,29,01/01/2005,Production d’hydroélectricité (Mwh),13000.0
Finistère,29,01/01/2006,Production d’hydroélectricité (Mwh),15275.0
Finistère,29,01/01/2007,Production d’hydroélectricité (Mwh),13000.0
Finistère,29,01/01/2008,Production d’hydroélectricité (Mwh),15274.0
Finistère,29,01/01/2009,Production d’hydroélectricité (Mwh),18235.0
Finistère,29,01/01/2010,Production d’hydroélectricité (Mwh),18061.0
Finistère,29,01/01/2011,Production d’hydroélectricité (Mwh),5159.0
Finistère,29,01/01/2012,Production d’hydroélectricité (Mwh),14333.0
Finistère,29,01/01/2013,Production d’hydroélectricité (Mwh),17441.0
Finistère,29,01/01/2014,Production d’hydroélectricité (Mwh),17379.0
Finistère,29,01/01/2015,Production d’hydroélectricité (Mwh),17270.0
Finistère,29,01/01/2016,Production d’hydroélectricité (Mwh),10751.0
Finistère,29,01/01/2017,Production d’hydroélectricité (Mwh),7847.0
Finistère,29,01/01/2018,Production d’hydroélectricité (Mwh),20089.0
Finistère,29,01/01/2019,Production d’hydroélectricité (Mwh),19430.0
Finistère,29,01/01/2020,Production d’hydroélectricité (Mwh),23659.0
Finistère,29,01/01/2021,Production d’hydroélectricité (Mwh),16388.0
Finistère,29,01/01/2022,Production d’hydroélectricité (Mwh),12939.0
Finistère,29,01/01/2023,Production d’hydroélectricité (Mwh),22398.0
Finistère,29,01/01/2024,Production d’hydroélectricité (Mwh),21496.0
Ille-et-Vilaine,35,01/01/2000,Production d’hydroélectricité (Mwh),502000.0
Ille-et-Vilaine,35,01/01/2001,Production d’hydroélectricité (Mwh),535500.0
Ille-et-Vilaine,35,01/01/2002,Production d’hydroélectricité (Mwh),539000.0
Ille-et-Vilaine,35,01/01/2003,Production d’hydroélectricité (Mwh),531000.0
Ille-et-Vilaine,35,01/01/2004,Production d’hydroélectricité (Mwh),512340.0
Ille-et-Vilaine,35,01/01/2005,Production d’hydroélectricité (Mwh),528000.0
Ille-et-Vilaine,35,01/01/2006,Production d’hydroélectricité (Mwh),512854.0
Ille-et-Vilaine,35,01/01/2007,Production d’hydroélectricité (Mwh),517093.0
Ille-et-Vilaine,35,01/01/2008,Production d’hydroélectricité (Mwh),506935.0
Ille-et-Vilaine,35,01/01/2009,Production d’hydroélectricité (Mwh),491423.0
Ille-et-Vilaine,35,01/01/2010,Production d’hydroélectricité (Mwh),523531.0
Ille-et-Vilaine,35,01/01/2011,Production d’hydroélectricité (Mwh),527138.0
Ille-et-Vilaine,35,01/01/2012,Production d’hydroélectricité (Mwh),503038.0
Ille-et-Vilaine,35,01/01/2013,Production d’hydroélectricité (Mwh),449141.0
Ille-et-Vilaine,35,01/01/2014,Production d’hydroélectricité (Mwh),518247.0
Ille-et-Vilaine,35,01/01/2015,Production d’hydroélectricité (Mwh),532230.0
Ille-et-Vilaine,35,01/01/2016,Production d’hydroélectricité (Mwh),539573.0
Ille-et-Vilaine,35,01/01/2017,Production d’hydroélectricité (Mwh),553275.0
Ille-et-Vilaine,35,01/01/2018,Production d’hydroélectricité (Mwh),522130.0
Ille-et-Vilaine,35,01/01/2019,Production d’hydroélectricité (Mwh),530395.0
Ille-et-Vilaine,35,01/01/2020,Production d’hydroélectricité (Mwh),540071.0
Ille-et-Vilaine,35,01/01/2021,Production d’hydroélectricité (Mwh),543945.0
Ille-et-Vilaine,35,01/01/2022,Production d’hydroélectricité (Mwh),548988.0
Ille-et-Vilaine,35,01/01/2023,Production d’hydroélectricité (Mwh),504420.0
Ille-et-Vilaine,35,01/01/2024,Production d’hydroélectricité (Mwh),518721.0
Morbihan,56,01/01/2000,Production d’hydroélectricité (Mwh),16000.0
Morbihan,56,01/01/2001,Production d’hydroélectricité (Mwh),13000.0
Morbihan,56,01/01/2002,Production d’hydroélectricité (Mwh),9999.0
Morbihan,56,01/01/2003,Production d’hydroélectricité (Mwh),7135.0
Morbihan,56,01/01/2004,Production d’hydroélectricité (Mwh),10935.0
Morbihan,56,01/01/2005,Production d’hydroélectricité (Mwh),8000.0
Morbihan,56,01/01/2006,Production d’hydroélectricité (Mwh),9656.0
Morbihan,56,01/01/2007,Production d’hydroélectricité (Mwh),8592.0
Morbihan,56,01/01/2008,Production d’hydroélectricité (Mwh),11201.0
Morbihan,56,01/01/2009,Production d’hydroélectricité (Mwh),10005.0
Morbihan,56,01/01/2010,Production d’hydroélectricité (Mwh),12407.0
Morbihan,56,01/01/2011,Production d’hydroélectricité (Mwh),6987.0
Morbihan,56,01/01/2012,Production d’hydroélectricité (Mwh),7925.0
Morbihan,56,01/01/2013,Production d’hydroélectricité (Mwh),9370.0
Morbihan,56,01/01/2014,Production d’hydroélectricité (Mwh),11073.0
Morbihan,56,01/01/2015,Production d’hydroélectricité (Mwh),11132.0
Morbihan,56,01/01/2016,Production d’hydroélectricité (Mwh),10231.0
Morbihan,56,01/01/2017,Production d’hydroélectricité (Mwh),5894.0
Morbihan,56,01/01/2018,Production d’hydroélectricité (Mwh),11904.0
Morbihan,56,01/01/2019,Production d’hydroélectricité (Mwh),11500.0
Morbihan,56,01/01/2020,Production d’hydroélectricité (Mwh),11441.0
Morbihan,56,01/01/2021,Production d’hydroélectricité (Mwh),10405.0
Morbihan,56,01/01/2022,Production d’hydroélectricité (Mwh),8723.0
Morbihan,56,01/01/2023,Production d’hydroélectricité (Mwh),10803.0
Morbihan,56,01/01/2024,Production d’hydroélectricité (Mwh),11645.0
Côtes-d'Armor,22,01/01/2000,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2001,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2002,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2003,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2004,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2005,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2006,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2007,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2008,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2009,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2010,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2011,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2012,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2013,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2014,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2015,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2016,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2017,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2018,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2019,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2020,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2021,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2022,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2023,Puissance installée d'hydroélectricité (kw),0.0
Côtes-d'Armor,22,01/01/2024,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2000,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2001,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2002,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2003,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2004,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2005,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2006,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2007,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2008,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2009,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2010,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2011,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2012,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2013,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2014,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2015,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2016,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2017,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2018,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2019,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2020,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2021,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2022,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2023,Puissance installée d'hydroélectricité (kw),0.0
Finistère,29,01/01/2024,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2000,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2001,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2002,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2003,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2004,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2005,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2006,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2007,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2008,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2009,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2010,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2011,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2012,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2013,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2014,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2015,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2016,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2017,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2018,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2019,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2020,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2021,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2022,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2023,Puissance installée d'hydroélectricité (kw),0.0
Ille-et-Vilaine,35,01/01/2024,Puissance installée d'hydroélectricité (kw),0.0
Morbihan,56,01/01/2000,Puissance installée d'hydroélectricité (kw),4082.0
Morbihan,56,01/01/2001,Puissance installée d'hydroélectricité (kw),4082.0
Morbihan,56,01/01/2002,Puissance installée d'hydroélectricité (kw),4082.0
Morbihan,56,01/01/2003,Puissance installée d'hydroélectricité (kw),4602.0
Morbihan,56,01/01/2004,Puissance installée d'hydroélectricité (kw),4602.0
Morbihan,56,01/01/2005,Puissance installée d'hydroélectricité (kw),4602.0
Morbihan,56,01/01/2006,Puissance installée d'hydroélectricité (kw),4602.0
Morbihan,56,01/01/2007,Puissance installée d'hydroélectricité (kw),4650.0
Morbihan,56,01/01/2008,Puissance installée d'hydroélectricité (kw),4900.0
Morbihan,56,01/01/2009,Puissance installée d'hydroélectricité (kw),4900.0
Morbihan,56,01/01/2010,Puissance installée d'hydroélectricité (kw),4900.0
Morbihan,56,01/01/2011,Puissance installée d'hydroélectricité (kw),4352.0
Morbihan,56,01/01/2012,Puissance installée d'hydroélectricité (kw),5055.0
Morbihan,56,01/01/2013,Puissance installée d'hydroélectricité (kw),5055.0
Morbihan,56,01/01/2014,Puissance installée d'hydroélectricité (kw),5055.0
Morbihan,56,01/01/2015,Puissance installée d'hydroélectricité (kw),5055.0
Morbihan,56,01/01/2016,Puissance installée d'hydroélectricité (kw),5155.0
Morbihan,56,01/01/2017,Puissance installée d'hydroélectricité (kw),5155.0
Morbihan,56,01/01/2018,Puissance installée d'hydroélectricité (kw),5155.0
Morbihan,56,01/01/2019,Puissance installée d'hydroélectricité (kw),5155.0
Morbihan,56,01/01/2020,Puissance installée d'hydroélectricité (kw),5155.0
Morbihan,56,01/01/2021,Puissance installée d'hydroélectricité (kw),5235.0
Morbihan,56,01/01/2022,Puissance installée d'hydroélectricité (kw),5395.0
Morbihan,56,01/01/2023,Puissance installée d'hydroélectricité (kw),5395.0
Morbihan,56,01/01/2024,Puissance installée d'hydroélectricité (kw),5463.0
Côtes-d'Armor,22,01/01/2000,Production d'électricité par incinérations de déchets (Mwh),67260.0
Côtes-d'Armor,22,01/01/2001,Production d'électricité par incinérations de déchets (Mwh),81969.0
Côtes-d'Armor,22,01/01/2002,Production d'électricité par incinérations de déchets (Mwh),80902.0
Côtes-d'Armor,22,01/01/2003,Production d'électricité par incinérations de déchets (Mwh),57022.0
Côtes-d'Armor,22,01/01/2004,Production d'électricité par incinérations de déchets (Mwh),52598.0
Côtes-d'Armor,22,01/01/2005,Production d'électricité par incinérations de déchets (Mwh),69809.0
Côtes-d'Armor,22,01/01/2006,Production d'électricité par incinérations de déchets (Mwh),13990.0
Côtes-d'Armor,22,01/01/2007,Production d'électricité par incinérations de déchets (Mwh),67906.0
Côtes-d'Armor,22,01/01/2008,Production d'électricité par incinérations de déchets (Mwh),30254.0
Côtes-d'Armor,22,01/01/2009,Production d'électricité par incinérations de déchets (Mwh),31638.0
Côtes-d'Armor,22,01/01/2010,Production d'électricité par incinérations de déchets (Mwh),42149.0
Côtes-d'Armor,22,01/01/2011,Production d'électricité par incinérations de déchets (Mwh),29715.0
Côtes-d'Armor,22,01/01/2012,Production d'électricité par incinérations de déchets (Mwh),71363.0
Côtes-d'Armor,22,01/01/2013,Production d'électricité par incinérations de déchets (Mwh),73031.0
Côtes-d'Armor,22,01/01/2014,Production d'électricité par incinérations de déchets (Mwh),70949.0
Côtes-d'Armor,22,01/01/2015,Production d'électricité par incinérations de déchets (Mwh),71761.0
Côtes-d'Armor,22,01/01/2016,Production d'électricité par incinérations de déchets (Mwh),63067.0
Côtes-d'Armor,22,01/01/2017,Production d'électricité par incinérations de déchets (Mwh),79426.0
Côtes-d'Armor,22,01/01/2018,Production d'électricité par incinérations de déchets (Mwh),75357.0
Côtes-d'Armor,22,01/01/2019,Production d'électricité par incinérations de déchets (Mwh),79241.0
Côtes-d'Armor,22,01/01/2020,Production d'électricité par incinérations de déchets (Mwh),75488.0
Côtes-d'Armor,22,01/01/2021,Production d'électricité par incinérations de déchets (Mwh),62344.0
Côtes-d'Armor,22,01/01/2022,Production d'électricité par incinérations de déchets (Mwh),81943.0
Côtes-d'Armor,22,01/01/2023,Production d'électricité par incinérations de déchets (Mwh),44290.0
Côtes-d'Armor,22,01/01/2024,Production d'électricité par incinérations de déchets (Mwh),72697.0
Finistère,29,01/01/2000,Production d'électricité par incinérations de déchets (Mwh),50067.0
Finistère,29,01/01/2001,Production d'électricité par incinérations de déchets (Mwh),47907.0
Finistère,29,01/01/2002,Production d'électricité par incinérations de déchets (Mwh),47763.0
Finistère,29,01/01/2003,Production d'électricité par incinérations de déchets (Mwh),48960.0
Finistère,29,01/01/2004,Production d'électricité par incinérations de déchets (Mwh),20249.0
Finistère,29,01/01/2005,Production d'électricité par incinérations de déchets (Mwh),24343.0
Finistère,29,01/01/2006,Production d'électricité par incinérations de déchets (Mwh),21619.0
Finistère,29,01/01/2007,Production d'électricité par incinérations de déchets (Mwh),59203.0
Finistère,29,01/01/2008,Production d'électricité par incinérations de déchets (Mwh),41964.0
Finistère,29,01/01/2009,Production d'électricité par incinérations de déchets (Mwh),38693.0
Finistère,29,01/01/2010,Production d'électricité par incinérations de déchets (Mwh),55785.0
Finistère,29,01/01/2011,Production d'électricité par incinérations de déchets (Mwh),39263.0
Finistère,29,01/01/2012,Production d'électricité par incinérations de déchets (Mwh),74751.0
Finistère,29,01/01/2013,Production d'électricité par incinérations de déchets (Mwh),59205.0
Finistère,29,01/01/2014,Production d'électricité par incinérations de déchets (Mwh),60715.0
Finistère,29,01/01/2015,Production d'électricité par incinérations de déchets (Mwh),68484.0
Finistère,29,01/01/2016,Production d'électricité par incinérations de déchets (Mwh),70927.0
Finistère,29,01/01/2017,Production d'électricité par incinérations de déchets (Mwh),51617.0
Finistère,29,01/01/2018,Production d'électricité par incinérations de déchets (Mwh),51170.0
Finistère,29,01/01/2019,Production d'électricité par incinérations de déchets (Mwh),53426.0
Finistère,29,01/01/2020,Production d'électricité par incinérations de déchets (Mwh),53957.0
Finistère,29,01/01/2021,Production d'électricité par incinérations de déchets (Mwh),55325.0
Finistère,29,01/01/2022,Production d'électricité par incinérations de déchets (Mwh),59694.0
Finistère,29,01/01/2023,Production d'électricité par incinérations de déchets (Mwh),56601.0
Finistère,29,01/01/2024,Production d'électricité par incinérations de déchets (Mwh),57102.0
Ille-et-Vilaine,35,01/01/2000,Production d'électricité par incinérations de déchets (Mwh),7763.0
Ille-et-Vilaine,35,01/01/2001,Production d'électricité par incinérations de déchets (Mwh),33338.0
Ille-et-Vilaine,35,01/01/2002,Production d'électricité par incinérations de déchets (Mwh),20550.0
Ille-et-Vilaine,35,01/01/2003,Production d'électricité par incinérations de déchets (Mwh),43892.0
Ille-et-Vilaine,35,01/01/2004,Production d'électricité par incinérations de déchets (Mwh),27530.0
Ille-et-Vilaine,35,01/01/2005,Production d'électricité par incinérations de déchets (Mwh),32639.0
Ille-et-Vilaine,35,01/01/2006,Production d'électricité par incinérations de déchets (Mwh),14077.0
Ille-et-Vilaine,35,01/01/2007,Production d'électricité par incinérations de déchets (Mwh),24625.0
Ille-et-Vilaine,35,01/01/2008,Production d'électricité par incinérations de déchets (Mwh),16508.0
Ille-et-Vilaine,35,01/01/2009,Production d'électricité par incinérations de déchets (Mwh),1269.0
Ille-et-Vilaine,35,01/01/2010,Production d'électricité par incinérations de déchets (Mwh),52905.0
Ille-et-Vilaine,35,01/01/2011,Production d'électricité par incinérations de déchets (Mwh),15763.0
Ille-et-Vilaine,35,01/01/2012,Production d'électricité par incinérations de déchets (Mwh),25961.0
Ille-et-Vilaine,35,01/01/2013,Production d'électricité par incinérations de déchets (Mwh),30481.0
Ille-et-Vilaine,35,01/01/2014,Production d'électricité par incinérations de déchets (Mwh),35538.0
Ille-et-Vilaine,35,01/01/2015,Production d'électricité par incinérations de déchets (Mwh),43756.0
Ille-et-Vilaine,35,01/01/2016,Production d'électricité par incinérations de déchets (Mwh),35276.0
Ille-et-Vilaine,35,01/01/2017,Production d'électricité par incinérations de déchets (Mwh),32976.0
Ille-et-Vilaine,35,01/01/2018,Production d'électricité par incinérations de déchets (Mwh),25949.0
