libelle_region,code_region,date,indicateur,valeur
Bretagne,53,01/01/2021,Production d'électricité fossile (Mwh),1030540.0
Bretagne,53,01/01/2022,Production d'électricité fossile (Mwh),3749207.0
Bretagne,53,01/01/2023,Production d'électricité fossile (Mwh),2603141.0
Bretagne,53,01/01/2024,Production d'électricité fossile (Mwh),1619553.0
Bretagne,53,01/01/2000,Production de chaleur par incinérations de déchets (Mwh),299413.0
Bretagne,53,01/01/2001,Production de chaleur par incinérations de déchets (Mwh),307798.0
Bretagne,53,01/01/2002,Production de chaleur par incinérations de déchets (Mwh),306141.0
Bretagne,53,01/01/2003,Production de chaleur par incinérations de déchets (Mwh),285610.0
Bretagne,53,01/01/2004,Production de chaleur par incinérations de déchets (Mwh),302046.0
Bretagne,53,01/01/2005,Production de chaleur par incinérations de déchets (Mwh),252644.0
Bretagne,53,01/01/2006,Production de chaleur par incinérations de déchets (Mwh),270574.0
Bretagne,53,01/01/2007,Production de chaleur par incinérations de déchets (Mwh),281678.0
Bretagne,53,01/01/2008,Production de chaleur par incinérations de déchets (Mwh),299662.0
Bretagne,53,01/01/2009,Production de chaleur par incinérations de déchets (Mwh),299284.0
Bretagne,53,01/01/2010,Production de chaleur par incinérations de déchets (Mwh),353356.0
Bretagne,53,01/01/2011,Production de chaleur par incinérations de déchets (Mwh),316876.0
Bretagne,53,01/01/2012,Production de chaleur par incinérations de déchets (Mwh),382485.0
Bretagne,53,01/01/2013,Production de chaleur par incinérations de déchets (Mwh),397835.0
Bretagne,53,01/01/2014,Production de chaleur par incinérations de déchets (Mwh),374074.0
Bretagne,53,01/01/2015,Production de chaleur par incinérations de déchets (Mwh),406676.0
Bretagne,53,01/01/2016,Production de chaleur par incinérations de déchets (Mwh),438323.0
Bretagne,53,01/01/2017,Production de chaleur par incinérations de déchets (Mwh),466977.0
Bretagne,53,01/01/2018,Production de chaleur par incinérations de déchets (Mwh),467389.0
Bretagne,53,01/01/2019,Production de chaleur par incinérations de déchets (Mwh),402592.0
Bretagne,53,01/01/2020,Production de chaleur par incinérations de déchets (Mwh),419057.0
Bretagne,53,01/01/2021,Production de chaleur par incinérations de déchets (Mwh),440992.0
Bretagne,53,01/01/2022,Production de chaleur par incinérations de déchets (Mwh),407927.0
Bretagne,53,01/01/2023,Production de chaleur par incinérations de déchets (Mwh),359060.0
Bretagne,53,01/01/2024,Production de chaleur par incinérations de déchets (Mwh),357714.0
Bretagne,53,01/01/2000,Production de chaleur fossile (Mwh),117663.0
Bretagne,53,01/01/2001,Production de chaleur fossile (Mwh),119693.0
Bretagne,53,01/01/2002,Production de chaleur fossile (Mwh),116268.0
Bretagne,53,01/01/2003,Production de chaleur fossile (Mwh),118147.0
Bretagne,53,01/01/2004,Production de chaleur fossile (Mwh),129282.0
Bretagne,53,01/01/2005,Production de chaleur fossile (Mwh),132696.0
Bretagne,53,01/01/2006,Production de chaleur fossile (Mwh),165512.0
Bretagne,53,01/01/2007,Production de chaleur fossile (Mwh),162193.0
Bretagne,53,01/01/2008,Production de chaleur fossile (Mwh),166784.0
Bretagne,53,01/01/2009,Production de chaleur fossile (Mwh),173302.0
Bretagne,53,01/01/2010,Production de chaleur fossile (Mwh),216627.0
Bretagne,53,01/01/2011,Production de chaleur fossile (Mwh),296792.0
Bretagne,53,01/01/2012,Production de chaleur fossile (Mwh),298749.0
Bretagne,53,01/01/2013,Production de chaleur fossile (Mwh),341908.0
Bretagne,53,01/01/2014,Production de chaleur fossile (Mwh),345284.0
Bretagne,53,01/01/2015,Production de chaleur fossile (Mwh),466726.0
Bretagne,53,01/01/2016,Production de chaleur fossile (Mwh),656557.0
Bretagne,53,01/01/2017,Production de chaleur fossile (Mwh),822482.0
Bretagne,53,01/01/2018,Production de chaleur fossile (Mwh),934407.0
Bretagne,53,01/01/2019,Production de chaleur fossile (Mwh),1013117.0
Bretagne,53,01/01/2020,Production de chaleur fossile (Mwh),1009867.0
Bretagne,53,01/01/2021,Production de chaleur fossile (Mwh),1118321.0
Bretagne,53,01/01/2022,Production de chaleur fossile (Mwh),1389705.0
Bretagne,53,01/01/2023,Production de chaleur fossile (Mwh),1291338.0
Bretagne,53,01/01/2024,Production de chaleur fossile (Mwh),1216240.0
Bretagne,53,01/01/2000,Production d'électricité bois domestique et chaufferie (Mwh),0.0
Bretagne,53,01/01/2001,Production d'électricité bois domestique et chaufferie (Mwh),0.0
Bretagne,53,01/01/2002,Production d'électricité bois domestique et chaufferie (Mwh),0.0
Bretagne,53,01/01/2003,Production d'électricité bois domestique et chaufferie (Mwh),0.0
Bretagne,53,01/01/2004,Production d'électricité bois domestique et chaufferie (Mwh),0.0
Bretagne,53,01/01/2005,Production d'électricité bois domestique et chaufferie (Mwh),0.0
Bretagne,53,01/01/2006,Production d'électricité bois domestique et chaufferie (Mwh),0.0
Bretagne,53,01/01/2007,Production d'électricité bois domestique et chaufferie (Mwh),0.0
Bretagne,53,01/01/2008,Production d'électricité bois domestique et chaufferie (Mwh),0.0
Bretagne,53,01/01/2009,Production d'électricité bois domestique et chaufferie (Mwh),0.0
Bretagne,53,01/01/2010,Production d'électricité bois domestique et chaufferie (Mwh),0.0
Bretagne,53,01/01/2011,Production d'électricité bois domestique et chaufferie (Mwh),0.0
Bretagne,53,01/01/2012,Production d'électricité bois domestique et chaufferie (Mwh),0.0
Bretagne,53,01/01/2013,Production d'électricité bois domestique et chaufferie (Mwh),32598.0
Bretagne,53,01/01/2014,Production d'électricité bois domestique et chaufferie (Mwh),71166.0
Bretagne,53,01/01/2015,Production d'électricité bois domestique et chaufferie (Mwh),69795.0
Bretagne,53,01/01/2016,Production d'électricité bois domestique et chaufferie (Mwh),70306.0
Bretagne,53,01/01/2017,Production d'électricité bois domestique et chaufferie (Mwh),69607.0
Bretagne,53,01/01/2018,Production d'électricité bois domestique et chaufferie (Mwh),98686.0
Bretagne,53,01/01/2019,Production d'électricité bois domestique et chaufferie (Mwh),92228.0
Bretagne,53,01/01/2020,Production d'électricité bois domestique et chaufferie (Mwh),94007.0
Bretagne,53,01/01/2021,Production d'électricité bois domestique et chaufferie (Mwh),97009.0
Bretagne,53,01/01/2022,Production d'électricité bois domestique et chaufferie (Mwh),100932.0
Bretagne,53,01/01/2023,Production d'électricité bois domestique et chaufferie (Mwh),89297.0
Bretagne,53,01/01/2024,Production d'électricité bois domestique et chaufferie (Mwh),91874.0
Bretagne,53,01/01/2000,Production de chaleur bois domestique et chaufferie (Mwh),3469871.0
Bretagne,53,01/01/2001,Production de chaleur bois domestique et chaufferie (Mwh),3505288.0
Bretagne,53,01/01/2002,Production de chaleur bois domestique et chaufferie (Mwh),3218208.0
Bretagne,53,01/01/2003,Production de chaleur bois domestique et chaufferie (Mwh),3512229.0
Bretagne,53,01/01/2004,Production de chaleur bois domestique et chaufferie (Mwh),3598005.0
Bretagne,53,01/01/2005,Production de chaleur bois domestique et chaufferie (Mwh),3563458.0
Bretagne,53,01/01/2006,Production de chaleur bois domestique et chaufferie (Mwh),3790766.0
Bretagne,53,01/01/2007,Production de chaleur bois domestique et chaufferie (Mwh),3610203.0
Bretagne,53,01/01/2008,Production de chaleur bois domestique et chaufferie (Mwh),3939456.0
Bretagne,53,01/01/2009,Production de chaleur bois domestique et chaufferie (Mwh),4108692.0
Bretagne,53,01/01/2010,Production de chaleur bois domestique et chaufferie (Mwh),4591234.0
Bretagne,53,01/01/2011,Production de chaleur bois domestique et chaufferie (Mwh),3730009.0
Bretagne,53,01/01/2012,Production de chaleur bois domestique et chaufferie (Mwh),4373630.0
Bretagne,53,01/01/2013,Production de chaleur bois domestique et chaufferie (Mwh),4504402.0
Bretagne,53,01/01/2014,Production de chaleur bois domestique et chaufferie (Mwh),4178443.0
Bretagne,53,01/01/2015,Production de chaleur bois domestique et chaufferie (Mwh),4827985.0
Bretagne,53,01/01/2016,Production de chaleur bois domestique et chaufferie (Mwh),5647104.0
Bretagne,53,01/01/2017,Production de chaleur bois domestique et chaufferie (Mwh),5344179.0
Bretagne,53,01/01/2018,Production de chaleur bois domestique et chaufferie (Mwh),5434240.0
Bretagne,53,01/01/2019,Production de chaleur bois domestique et chaufferie (Mwh),5418720.0
Bretagne,53,01/01/2020,Production de chaleur bois domestique et chaufferie (Mwh),5019399.0
Bretagne,53,01/01/2021,Production de chaleur bois domestique et chaufferie (Mwh),5708362.0
Bretagne,53,01/01/2022,Production de chaleur bois domestique et chaufferie (Mwh),5409305.0
Bretagne,53,01/01/2023,Production de chaleur bois domestique et chaufferie (Mwh),5638190.0
Bretagne,53,01/01/2024,Production de chaleur bois domestique et chaufferie (Mwh),5973341.0
Bretagne,53,01/01/2000,Production d'électricité par méthanisation (Mwh),0.0
Bretagne,53,01/01/2001,Production d'électricité par méthanisation (Mwh),0.0
Bretagne,53,01/01/2002,Production d'électricité par méthanisation (Mwh),0.0
Bretagne,53,01/01/2003,Production d'électricité par méthanisation (Mwh),0.0
Bretagne,53,01/01/2004,Production d'électricité par méthanisation (Mwh),0.0
Bretagne,53,01/01/2005,Production d'électricité par méthanisation (Mwh),0.0
Bretagne,53,01/01/2006,Production d'électricité par méthanisation (Mwh),0.0
Bretagne,53,01/01/2007,Production d'électricité par méthanisation (Mwh),0.0
Bretagne,53,01/01/2008,Production d'électricité par méthanisation (Mwh),28.0
Bretagne,53,01/01/2009,Production d'électricité par méthanisation (Mwh),898.0
Bretagne,53,01/01/2010,Production d'électricité par méthanisation (Mwh),3906.0
Bretagne,53,01/01/2011,Production d'électricité par méthanisation (Mwh),15057.0
Bretagne,53,01/01/2012,Production d'électricité par méthanisation (Mwh),36240.0
Bretagne,53,01/01/2013,Production d'électricité par méthanisation (Mwh),50645.0
Bretagne,53,01/01/2014,Production d'électricité par méthanisation (Mwh),61414.0
Bretagne,53,01/01/2015,Production d'électricité par méthanisation (Mwh),77762.0
Bretagne,53,01/01/2016,Production d'électricité par méthanisation (Mwh),92912.0
Bretagne,53,01/01/2017,Production d'électricité par méthanisation (Mwh),118484.0
Bretagne,53,01/01/2018,Production d'électricité par méthanisation (Mwh),152530.0
Bretagne,53,01/01/2019,Production d'électricité par méthanisation (Mwh),172585.0
Bretagne,53,01/01/2020,Production d'électricité par méthanisation (Mwh),215062.0
Bretagne,53,01/01/2021,Production d'électricité par méthanisation (Mwh),230838.0
Bretagne,53,01/01/2022,Production d'électricité par méthanisation (Mwh),245004.0
Bretagne,53,01/01/2023,Production d'électricité par méthanisation (Mwh),256668.0
Bretagne,53,01/01/2024,Production d'électricité par méthanisation (Mwh),265496.0
Bretagne,53,01/01/2005,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),83424.0
Bretagne,53,01/01/2006,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),157714.0
Bretagne,53,01/01/2007,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),169521.0
Bretagne,53,01/01/2008,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),220580.0
Bretagne,53,01/01/2009,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),276175.0
Bretagne,53,01/01/2010,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),350128.0
Bretagne,53,01/01/2011,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),313880.0
Bretagne,53,01/01/2012,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),444738.0
Bretagne,53,01/01/2013,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),582559.0
Bretagne,53,01/01/2014,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),601288.0
Bretagne,53,01/01/2015,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),713013.0
Bretagne,53,01/01/2016,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),921554.0
Bretagne,53,01/01/2017,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),998942.0
Bretagne,53,01/01/2018,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),1176945.0
Bretagne,53,01/01/2019,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),1377156.0
Bretagne,53,01/01/2020,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),1427339.0
Bretagne,53,01/01/2021,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),1758352.0
Bretagne,53,01/01/2022,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),1756769.0
Bretagne,53,01/01/2023,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),2080668.0
Bretagne,53,01/01/2024,Production de chaleur par les pompes à chaleur (aérothermie et géothermie) (Mwh),2345585.0
Bretagne,53,01/01/2000,Production de chaleur par méthanisation (Mwh),460.0
Bretagne,53,01/01/2001,Production de chaleur par méthanisation (Mwh),460.0
Bretagne,53,01/01/2002,Production de chaleur par méthanisation (Mwh),460.0
Bretagne,53,01/01/2003,Production de chaleur par méthanisation (Mwh),6516.0
Bretagne,53,01/01/2004,Production de chaleur par méthanisation (Mwh),7204.0
Bretagne,53,01/01/2005,Production de chaleur par méthanisation (Mwh),7589.0
Bretagne,53,01/01/2006,Production de chaleur par méthanisation (Mwh),7589.0
Bretagne,53,01/01/2007,Production de chaleur par méthanisation (Mwh),7589.0
Bretagne,53,01/01/2008,Production de chaleur par méthanisation (Mwh),7838.0
Bretagne,53,01/01/2009,Production de chaleur par méthanisation (Mwh),8959.0
Bretagne,53,01/01/2010,Production de chaleur par méthanisation (Mwh),12689.0
Bretagne,53,01/01/2011,Production de chaleur par méthanisation (Mwh),25298.0
Bretagne,53,01/01/2012,Production de chaleur par méthanisation (Mwh),49367.0
Bretagne,53,01/01/2013,Production de chaleur par méthanisation (Mwh),65595.0
Bretagne,53,01/01/2014,Production de chaleur par méthanisation (Mwh),78040.0
Bretagne,53,01/01/2015,Production de chaleur par méthanisation (Mwh),96850.0
Bretagne,53,01/01/2016,Production de chaleur par méthanisation (Mwh),114015.0
Bretagne,53,01/01/2017,Production de chaleur par méthanisation (Mwh),130713.0
Bretagne,53,01/01/2018,Production de chaleur par méthanisation (Mwh),163881.0
Bretagne,53,01/01/2019,Production de chaleur par méthanisation (Mwh),182436.0
Bretagne,53,01/01/2020,Production de chaleur par méthanisation (Mwh),226152.0
Bretagne,53,01/01/2021,Production de chaleur par méthanisation (Mwh),256166.0
Bretagne,53,01/01/2022,Production de chaleur par méthanisation (Mwh),263513.0
Bretagne,53,01/01/2023,Production de chaleur par méthanisation (Mwh),273506.0
Bretagne,53,01/01/2024,Production de chaleur par méthanisation (Mwh),280741.0
Bretagne,53,01/01/2000,Production de Biométhane (Mwh),0.0
Bretagne,53,01/01/2001,Production de Biométhane (Mwh),0.0
Bretagne,53,01/01/2002,Production de Biométhane (Mwh),0.0
Bretagne,53,01/01/2003,Production de Biométhane (Mwh),0.0
Bretagne,53,01/01/2004,Production de Biométhane (Mwh),0.0
Bretagne,53,01/01/2005,Production de Biométhane (Mwh),0.0
Bretagne,53,01/01/2006,Production de Biométhane (Mwh),0.0
Bretagne,53,01/01/2007,Production de Biométhane (Mwh),0.0
Bretagne,53,01/01/2008,Production de Biométhane (Mwh),0.0
Bretagne,53,01/01/2009,Production de Biométhane (Mwh),0.0
Bretagne,53,01/01/2010,Production de Biométhane (Mwh),0.0
Bretagne,53,01/01/2011,Production de Biométhane (Mwh),0.0
Bretagne,53,01/01/2012,Production de Biométhane (Mwh),0.0
Bretagne,53,01/01/2013,Production de Biométhane (Mwh),0.0
Bretagne,53,01/01/2014,Production de Biométhane (Mwh),0.0
Bretagne,53,01/01/2015,Production de Biométhane (Mwh),1265.766
Bretagne,53,01/01/2016,Production de Biométhane (Mwh),5677.477
Bretagne,53,01/01/2017,Production de Biométhane (Mwh),24590.09
Bretagne,53,01/01/2018,Production de Biométhane (Mwh),48549.73
Bretagne,53,01/01/2019,Production de Biométhane (Mwh),109105.945
Bretagne,53,01/01/2020,Production de Biométhane (Mwh),207759.009
Bretagne,53,01/01/2021,Production de Biométhane (Mwh),349492.25200000004
Bretagne,53,01/01/2022,Production de Biométhane (Mwh),534090.269
Bretagne,53,01/01/2023,Production de Biométhane (Mwh),676863.877
Bretagne,53,01/01/2024,Production de Biométhane (Mwh),842222.519
Bretagne,53,01/01/2000,Production totale d'électricité (Mwh),832305.0
Bretagne,53,01/01/2001,Production totale d'électricité (Mwh),901892.0
Bretagne,53,01/01/2002,Production totale d'électricité (Mwh),880768.0
Bretagne,53,01/01/2003,Production totale d'électricité (Mwh),859879.0
Bretagne,53,01/01/2004,Production totale d'électricité (Mwh),834831.0
Bretagne,53,01/01/2005,Production totale d'électricité (Mwh),954527.0
Bretagne,53,01/01/2006,Production totale d'électricité (Mwh),1045331.0
Bretagne,53,01/01/2007,Production totale d'électricité (Mwh),1307143.0
Bretagne,53,01/01/2008,Production totale d'électricité (Mwh),1370282.0
Bretagne,53,01/01/2009,Production totale d'électricité (Mwh),1523993.0
Bretagne,53,01/01/2010,Production totale d'électricité (Mwh),1874887.0
Bretagne,53,01/01/2011,Production totale d'électricité (Mwh),2201366.0
Bretagne,53,01/01/2012,Production totale d'électricité (Mwh),2380441.0
Bretagne,53,01/01/2013,Production totale d'électricité (Mwh),2520995.0
Bretagne,53,01/01/2014,Production totale d'électricité (Mwh),2765022.0
Bretagne,53,01/01/2015,Production totale d'électricité (Mwh),2986171.0
Bretagne,53,01/01/2016,Production totale d'électricité (Mwh),3248816.0
Bretagne,53,01/01/2017,Production totale d'électricité (Mwh),3352179.0
Bretagne,53,01/01/2018,Production totale d'électricité (Mwh),3782981.0
Bretagne,53,01/01/2019,Production totale d'électricité (Mwh),4058045.0
Bretagne,53,01/01/2020,Production totale d'électricité (Mwh),4456657.0
Bretagne,53,01/01/2021,Production totale d'électricité (Mwh),4335767.0
Bretagne,53,01/01/2022,Production totale d'électricité (Mwh),7210574.0
Bretagne,53,01/01/2023,Production totale d'électricité (Mwh),6654384.0
Bretagne,53,01/01/2024,Production totale d'électricité (Mwh),6666195.0
Bretagne,53,01/01/2000,Production totale de chaleur (Mwh),3887407.0
Bretagne,53,01/01/2001,Production totale de chaleur (Mwh),3933239.0
Bretagne,53,01/01/2002,Production totale de chaleur (Mwh),3641173.0
Bretagne,53,01/01/2003,Production totale de chaleur (Mwh),3923249.0
Bretagne,53,01/01/2004,Production totale de chaleur (Mwh),4038068.0
Bretagne,53,01/01/2005,Production totale de chaleur (Mwh),4042641.0
Bretagne,53,01/01/2006,Production totale de chaleur (Mwh),4397581.0
Bretagne,53,01/01/2007,Production totale de chaleur (Mwh),4239164.0
Bretagne,53,01/01/2008,Production totale de chaleur (Mwh),4644915.0
Bretagne,53,01/01/2009,Production totale de chaleur (Mwh),4879575.0
Bretagne,53,01/01/2010,Production totale de chaleur (Mwh),5539791.0
Bretagne,53,01/01/2011,Production totale de chaleur (Mwh),4701203.0
Bretagne,53,01/01/2012,Production totale de chaleur (Mwh),5569920.0
Bretagne,53,01/01/2013,Production totale de chaleur (Mwh),5915811.0
Bretagne,53,01/01/2014,Production totale de chaleur (Mwh),5603235.0
Bretagne,53,01/01/2015,Production totale de chaleur (Mwh),6539949.0
Bretagne,53,01/01/2016,Production totale de chaleur (Mwh),7808843.0
Bretagne,53,01/01/2017,Production totale de chaleur (Mwh),7797185.0
Bretagne,53,01/01/2018,Production totale de chaleur (Mwh),8212102.0
Bretagne,53,01/01/2019,Production totale de chaleur (Mwh),8430280.0
Bretagne,53,01/01/2020,Production totale de chaleur (Mwh),8138708.0
Bretagne,53,01/01/2021,Production totale de chaleur (Mwh),9319970.0
Bretagne,53,01/01/2022,Production totale de chaleur (Mwh),9267381.0
Bretagne,53,01/01/2023,Production totale de chaleur (Mwh),9685163.0
Bretagne,53,01/01/2024,Production totale de chaleur (Mwh),10216980.0
Bretagne,53,01/01/2000,Production totale d'énergie (Mwh),4719712.0
Bretagne,53,01/01/2001,Production totale d'énergie (Mwh),4835131.0
Bretagne,53,01/01/2002,Production totale d'énergie (Mwh),4521941.0
Bretagne,53,01/01/2003,Production totale d'énergie (Mwh),4783128.0
Bretagne,53,01/01/2004,Production totale d'énergie (Mwh),4872899.0
Bretagne,53,01/01/2005,Production totale d'énergie (Mwh),4997168.0
Bretagne,53,01/01/2006,Production totale d'énergie (Mwh),5442912.0
Bretagne,53,01/01/2007,Production totale d'énergie (Mwh),5546307.0
Bretagne,53,01/01/2008,Production totale d'énergie (Mwh),6015197.0
Bretagne,53,01/01/2009,Production totale d'énergie (Mwh),6403568.0
Bretagne,53,01/01/2010,Production totale d'énergie (Mwh),7414678.0
Bretagne,53,01/01/2011,Production totale d'énergie (Mwh),6902569.0
Bretagne,53,01/01/2012,Production totale d'énergie (Mwh),7950361.0
Bretagne,53,01/01/2013,Production totale d'énergie (Mwh),8436806.0
Bretagne,53,01/01/2014,Production totale d'énergie (Mwh),8368257.0
Bretagne,53,01/01/2015,Production totale d'énergie (Mwh),9527385.766
Bretagne,53,01/01/2016,Production totale d'énergie (Mwh),11063336.477
Bretagne,53,01/01/2017,Production totale d'énergie (Mwh),11173954.09
Bretagne,53,01/01/2018,Production totale d'énergie (Mwh),12043632.73
Bretagne,53,01/01/2019,Production totale d'énergie (Mwh),12597430.945
Bretagne,53,01/01/2020,Production totale d'énergie (Mwh),12803124.009
Bretagne,53,01/01/2021,Production totale d'énergie (Mwh),14005229.252
Bretagne,53,01/01/2022,Production totale d'énergie (Mwh),17012045.269
Bretagne,53,01/01/2023,Production totale d'énergie (Mwh),17016410.877
Bretagne,53,01/01/2024,Production totale d'énergie (Mwh),17725397.519
Bretagne,53,01/01/2000,Production totale d'électricité renouvelable (Mwh),662454.0
Bretagne,53,01/01/2001,Production totale d'électricité renouvelable (Mwh),712979.0
Bretagne,53,01/01/2002,Production totale d'électricité renouvelable (Mwh),698854.5
Bretagne,53,01/01/2003,Production totale d'électricité renouvelable (Mwh),677636.0
Bretagne,53,01/01/2004,Production totale d'électricité renouvelable (Mwh),667827.5
Bretagne,53,01/01/2005,Production totale d'électricité renouvelable (Mwh),763895.5
Bretagne,53,01/01/2006,Production totale d'électricité renouvelable (Mwh),868402.0
Bretagne,53,01/01/2007,Production totale d'électricité renouvelable (Mwh),1079190.0
Bretagne,53,01/01/2008,Production totale d'électricité renouvelable (Mwh),1173833.0
Bretagne,53,01/01/2009,Production totale d'électricité renouvelable (Mwh),1336107.0
Bretagne,53,01/01/2010,Production totale d'électricité renouvelable (Mwh),1633596.5
Bretagne,53,01/01/2011,Production totale d'électricité renouvelable (Mwh),1848490.5
Bretagne,53,01/01/2012,Production totale d'électricité renouvelable (Mwh),2002264.5
Bretagne,53,01/01/2013,Production totale d'électricité renouvelable (Mwh),2130966.5
Bretagne,53,01/01/2014,Production totale d'électricité renouvelable (Mwh),2332473.0
Bretagne,53,01/01/2015,Production totale d'électricité renouvelable (Mwh),2439938.5
Bretagne,53,01/01/2016,Production totale d'électricité renouvelable (Mwh),2559822.5
Bretagne,53,01/01/2017,Production totale d'électricité renouvelable (Mwh),2571220.5
Bretagne,53,01/01/2018,Production totale d'électricité renouvelable (Mwh),2927568.0
Bretagne,53,01/01/2019,Production totale d'électricité renouvelable (Mwh),3102794.0
Bretagne,53,01/01/2020,Production totale d'électricité renouvelable (Mwh),3474497.5
Bretagne,53,01/01/2021,Production totale d'électricité renouvelable (Mwh),3231482.5
Bretagne,53,01/01/2022,Production totale d'électricité renouvelable (Mwh),3386629.0
Bretagne,53,01/01/2023,Production totale d'électricité renouvelable (Mwh),4000083.0
Bretagne,53,01/01/2024,Production totale d'électricité renouvelable (Mwh),4981022.5
Bretagne,53,01/01/2000,Production totale de chaleur renouvelable (Mwh),3620037.5
Bretagne,53,01/01/2001,Production totale de chaleur renouvelable (Mwh),3659647.0
Bretagne,53,01/01/2002,Production totale de chaleur renouvelable (Mwh),3371834.5
Bretagne,53,01/01/2003,Production totale de chaleur renouvelable (Mwh),3662297.0
Bretagne,53,01/01/2004,Production totale de chaleur renouvelable (Mwh),3757763.0
Bretagne,53,01/01/2005,Production totale de chaleur renouvelable (Mwh),3783623.0
Bretagne,53,01/01/2006,Production totale de chaleur renouvelable (Mwh),4096782.0
Bretagne,53,01/01/2007,Production totale de chaleur renouvelable (Mwh),3936132.0
Bretagne,53,01/01/2008,Production totale de chaleur renouvelable (Mwh),4328300.0
Bretagne,53,01/01/2009,Production totale de chaleur renouvelable (Mwh),4556631.0
Bretagne,53,01/01/2010,Production totale de chaleur renouvelable (Mwh),5146486.0
Bretagne,53,01/01/2011,Production totale de chaleur renouvelable (Mwh),4245973.0
Bretagne,53,01/01/2012,Production totale de chaleur renouvelable (Mwh),5079928.5
Bretagne,53,01/01/2013,Production totale de chaleur renouvelable (Mwh),5374985.5
Bretagne,53,01/01/2014,Production totale de chaleur renouvelable (Mwh),5070914.0
Bretagne,53,01/01/2015,Production totale de chaleur renouvelable (Mwh),5869885.0
Bretagne,53,01/01/2016,Production totale de chaleur renouvelable (Mwh),6933124.5
Bretagne,53,01/01/2017,Production totale de chaleur renouvelable (Mwh),6741214.5
Bretagne,53,01/01/2018,Production totale de chaleur renouvelable (Mwh),7044000.5
Bretagne,53,01/01/2019,Production totale de chaleur renouvelable (Mwh),7215867.0
Bretagne,53,01/01/2020,Production totale de chaleur renouvelable (Mwh),6919312.5
Bretagne,53,01/01/2021,Production totale de chaleur renouvelable (Mwh),7981153.0
Bretagne,53,01/01/2022,Production totale de chaleur renouvelable (Mwh),7673712.5
Bretagne,53,01/01/2023,Production totale de chaleur renouvelable (Mwh),8214295.0
Bretagne,53,01/01/2024,Production totale de chaleur renouvelable (Mwh),8821883.0
Bretagne,53,01/01/2000,Production totale d'énergie renouvelable (Mwh),4282491.5
Bretagne,53,01/01/2001,Production totale d'énergie renouvelable (Mwh),4372626.0
Bretagne,53,01/01/2002,Production totale d'énergie renouvelable (Mwh),4070689.0
Bretagne,53,01/01/2003,Production totale d'énergie renouvelable (Mwh),4339933.0
Bretagne,53,01/01/2004,Production totale d'énergie renouvelable (Mwh),4425590.5
Bretagne,53,01/01/2005,Production totale d'énergie renouvelable (Mwh),4547518.5
Bretagne,53,01/01/2006,Production totale d'énergie renouvelable (Mwh),4965184.0
Bretagne,53,01/01/2007,Production totale d'énergie renouvelable (Mwh),5015322.0
Bretagne,53,01/01/2008,Production totale d'énergie renouvelable (Mwh),5502133.0
Bretagne,53,01/01/2009,Production totale d'énergie renouvelable (Mwh),5892738.0
Bretagne,53,01/01/2010,Production totale d'énergie renouvelable (Mwh),6780082.5
Bretagne,53,01/01/2011,Production totale d'énergie renouvelable (Mwh),6094463.5
Bretagne,53,01/01/2012,Production totale d'énergie renouvelable (Mwh),7082193.0
Bretagne,53,01/01/2013,Production totale d'énergie renouvelable (Mwh),7505952.0
Bretagne,53,01/01/2014,Production totale d'énergie renouvelable (Mwh),7403387.0
Bretagne,53,01/01/2015,Production totale d'énergie renouvelable (Mwh),8311089.266
Bretagne,53,01/01/2016,Production totale d'énergie renouvelable (Mwh),9498624.477
Bretagne,53,01/01/2017,Production totale d'énergie renouvelable (Mwh),9337025.09
Bretagne,53,01/01/2018,Production totale d'énergie renouvelable (Mwh),10020118.23
Bretagne,53,01/01/2019,Production totale d'énergie renouvelable (Mwh),10427766.945
Bretagne,53,01/01/2020,Production totale d'énergie renouvelable (Mwh),10601569.009
Bretagne,53,01/01/2021,Production totale d'énergie renouvelable (Mwh),11562127.752
Bretagne,53,01/01/2022,Production totale d'énergie renouvelable (Mwh),11594431.769
Bretagne,53,01/01/2023,Production totale d'énergie renouvelable (Mwh),12891241.877
Bretagne,53,01/01/2024,Production totale d'énergie renouvelable (Mwh),14645128.019
