libelle_commune,code_commune,date,indicateur,valeur
Bannalec,29004,01/01/2002,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bannalec,29004,01/01/2003,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bannalec,29004,01/01/2004,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bannalec,29004,01/01/2005,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bannalec,29004,01/01/2006,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bannalec,29004,01/01/2007,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bannalec,29004,01/01/2008,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bannalec,29004,01/01/2009,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bannalec,29004,01/01/2010,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bannalec,29004,01/01/2011,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bannalec,29004,01/01/2012,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bannalec,29004,01/01/2013,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bannalec,29004,01/01/2014,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bannalec,29004,01/01/2015,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bannalec,29004,01/01/2016,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bannalec,29004,01/01/2017,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Bannalec,29004,01/01/2018,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Bannalec,29004,01/01/2019,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Bannalec,29004,01/01/2020,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Bannalec,29004,01/01/2021,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Bannalec,29004,01/01/2022,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Bannalec,29004,01/01/2023,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baud,56010,01/01/2000,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2001,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2002,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2003,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2004,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2005,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2006,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2007,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2008,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2009,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2010,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2011,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2012,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2013,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2014,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2015,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2016,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baud,56010,01/01/2017,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baud,56010,01/01/2018,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baud,56010,01/01/2019,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baud,56010,01/01/2020,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baud,56010,01/01/2021,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baud,56010,01/01/2022,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baud,56010,01/01/2023,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baulon,35016,01/01/2000,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baulon,35016,01/01/2001,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baulon,35016,01/01/2002,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baulon,35016,01/01/2003,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baulon,35016,01/01/2004,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baulon,35016,01/01/2005,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baulon,35016,01/01/2006,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baulon,35016,01/01/2007,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baulon,35016,01/01/2008,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baulon,35016,01/01/2009,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baulon,35016,01/01/2010,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baulon,35016,01/01/2011,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baulon,35016,01/01/2012,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baulon,35016,01/01/2013,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baulon,35016,01/01/2014,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baulon,35016,01/01/2015,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baulon,35016,01/01/2016,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baulon,35016,01/01/2017,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baulon,35016,01/01/2018,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baulon,35016,01/01/2019,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baulon,35016,01/01/2020,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baulon,35016,01/01/2021,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baulon,35016,01/01/2022,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baulon,35016,01/01/2023,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baye,29005,01/01/2000,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2001,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2002,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2003,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2004,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2005,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2006,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2007,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2008,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2009,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2010,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2011,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2012,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2013,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2014,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2015,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2016,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2017,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2018,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2019,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2020,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2021,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Baye,29005,01/01/2022,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Baye,29005,01/01/2023,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Bazouges-la-Pérouse,35019,01/01/2000,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2001,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2002,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2003,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2004,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2005,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2006,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2007,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2008,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2009,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2010,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2011,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2012,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2013,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2014,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2015,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2016,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Bazouges-la-Pérouse,35019,01/01/2017,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Bazouges-la-Pérouse,35019,01/01/2018,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Bazouges-la-Pérouse,35019,01/01/2019,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Bazouges-la-Pérouse,35019,01/01/2020,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Bazouges-la-Pérouse,35019,01/01/2021,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Bazouges-la-Pérouse,35019,01/01/2022,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Bazouges-la-Pérouse,35019,01/01/2023,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaucé,35021,01/01/2000,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2001,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2002,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2003,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2004,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2005,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2006,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2007,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2008,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2009,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2010,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2011,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2012,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2013,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2014,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2015,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2016,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaucé,35021,01/01/2017,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaucé,35021,01/01/2018,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaucé,35021,01/01/2019,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaucé,35021,01/01/2020,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaucé,35021,01/01/2021,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaucé,35021,01/01/2022,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaucé,35021,01/01/2023,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaussais-sur-Mer,22209,01/01/2000,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaussais-sur-Mer,22209,01/01/2001,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaussais-sur-Mer,22209,01/01/2002,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaussais-sur-Mer,22209,01/01/2003,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaussais-sur-Mer,22209,01/01/2004,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaussais-sur-Mer,22209,01/01/2005,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaussais-sur-Mer,22209,01/01/2006,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaussais-sur-Mer,22209,01/01/2007,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaussais-sur-Mer,22209,01/01/2008,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beaussais-sur-Mer,22209,01/01/2009,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaussais-sur-Mer,22209,01/01/2010,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaussais-sur-Mer,22209,01/01/2011,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaussais-sur-Mer,22209,01/01/2012,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaussais-sur-Mer,22209,01/01/2013,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaussais-sur-Mer,22209,01/01/2014,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaussais-sur-Mer,22209,01/01/2015,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaussais-sur-Mer,22209,01/01/2016,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaussais-sur-Mer,22209,01/01/2017,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaussais-sur-Mer,22209,01/01/2018,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaussais-sur-Mer,22209,01/01/2019,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaussais-sur-Mer,22209,01/01/2020,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaussais-sur-Mer,22209,01/01/2021,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaussais-sur-Mer,22209,01/01/2022,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beaussais-sur-Mer,22209,01/01/2023,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beignon,56012,01/01/2000,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2001,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2002,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2003,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2004,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2005,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2006,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2007,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2008,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2009,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2010,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2011,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2012,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2013,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2014,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2015,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2016,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Beignon,56012,01/01/2017,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beignon,56012,01/01/2018,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beignon,56012,01/01/2019,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beignon,56012,01/01/2020,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beignon,56012,01/01/2021,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beignon,56012,01/01/2022,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Beignon,56012,01/01/2023,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
Belle-Isle-en-Terre,22005,01/01/2000,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2001,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2002,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2003,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2004,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2005,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2006,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2007,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2008,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2009,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2010,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2011,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2012,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2013,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2014,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2015,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2016,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2017,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2018,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2019,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2020,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),0.0
Belle-Isle-en-Terre,22005,01/01/2021,Part de la Production annuelle d’ENR du territoire hors hydroélectrique dans la production annuelle d’énergie (%),100.0
