libelle_commune,code_commune,date,indicateur,valeur
Andouillé-Neuville,35003,01/01/2004,Production annuelle d’électricité du territoire (MWh / an),0.0
Andouillé-Neuville,35003,01/01/2005,Production annuelle d’électricité du territoire (MWh / an),0.0
Andouillé-Neuville,35003,01/01/2006,Production annuelle d’électricité du territoire (MWh / an),0.0
Andouillé-Neuville,35003,01/01/2007,Production annuelle d’électricité du territoire (MWh / an),0.0
Andouillé-Neuville,35003,01/01/2008,Production annuelle d’électricité du territoire (MWh / an),0.0
Andouillé-Neuville,35003,01/01/2009,Production annuelle d’électricité du territoire (MWh / an),0.0
Andouillé-Neuville,35003,01/01/2010,Production annuelle d’électricité du territoire (MWh / an),0.0
Andouillé-Neuville,35003,01/01/2011,Production annuelle d’électricité du territoire (MWh / an),0.0
Andouillé-Neuville,35003,01/01/2012,Production annuelle d’électricité du territoire (MWh / an),0.0
Andouillé-Neuville,35003,01/01/2013,Production annuelle d’électricité du territoire (MWh / an),80.0
Andouillé-Neuville,35003,01/01/2014,Production annuelle d’électricité du territoire (MWh / an),129.0
Andouillé-Neuville,35003,01/01/2015,Production annuelle d’électricité du territoire (MWh / an),131.0
Andouillé-Neuville,35003,01/01/2016,Production annuelle d’électricité du territoire (MWh / an),132.0
Andouillé-Neuville,35003,01/01/2017,Production annuelle d’électricité du territoire (MWh / an),85.0
Andouillé-Neuville,35003,01/01/2018,Production annuelle d’électricité du territoire (MWh / an),88.0
Andouillé-Neuville,35003,01/01/2019,Production annuelle d’électricité du territoire (MWh / an),743.0
Andouillé-Neuville,35003,01/01/2020,Production annuelle d’électricité du territoire (MWh / an),1386.0
Andouillé-Neuville,35003,01/01/2021,Production annuelle d’électricité du territoire (MWh / an),1292.0
Andouillé-Neuville,35003,01/01/2022,Production annuelle d’électricité du territoire (MWh / an),1652.0
Andouillé-Neuville,35003,01/01/2023,Production annuelle d’électricité du territoire (MWh / an),1743.0
Arbrissel,35005,01/01/2000,Production annuelle d’électricité du territoire (MWh / an),0.0
Arbrissel,35005,01/01/2001,Production annuelle d’électricité du territoire (MWh / an),0.0
Arbrissel,35005,01/01/2002,Production annuelle d’électricité du territoire (MWh / an),0.0
Arbrissel,35005,01/01/2003,Production annuelle d’électricité du territoire (MWh / an),0.0
Arbrissel,35005,01/01/2004,Production annuelle d’électricité du territoire (MWh / an),0.0
Arbrissel,35005,01/01/2005,Production annuelle d’électricité du territoire (MWh / an),0.0
Arbrissel,35005,01/01/2006,Production annuelle d’électricité du territoire (MWh / an),0.0
Arbrissel,35005,01/01/2007,Production annuelle d’électricité du territoire (MWh / an),0.0
Arbrissel,35005,01/01/2008,Production annuelle d’électricité du territoire (MWh / an),0.0
Arbrissel,35005,01/01/2009,Production annuelle d’électricité du territoire (MWh / an),0.0
Arbrissel,35005,01/01/2010,Production annuelle d’électricité du territoire (MWh / an),0.0
Arbrissel,35005,01/01/2011,Production annuelle d’électricité du territoire (MWh / an),0.0
Arbrissel,35005,01/01/2012,Production annuelle d’électricité du territoire (MWh / an),0.0
Arbrissel,35005,01/01/2013,Production annuelle d’électricité du territoire (MWh / an),0.0
Arbrissel,35005,01/01/2014,Production annuelle d’électricité du territoire (MWh / an),152.0
Arbrissel,35005,01/01/2015,Production annuelle d’électricité du territoire (MWh / an),186.0
Arbrissel,35005,01/01/2016,Production annuelle d’électricité du territoire (MWh / an),193.0
Arbrissel,35005,01/01/2017,Production annuelle d’électricité du territoire (MWh / an),134.0
Arbrissel,35005,01/01/2018,Production annuelle d’électricité du territoire (MWh / an),225.0
Arbrissel,35005,01/01/2019,Production annuelle d’électricité du territoire (MWh / an),353.0
Arbrissel,35005,01/01/2020,Production annuelle d’électricité du territoire (MWh / an),351.0
Arbrissel,35005,01/01/2021,Production annuelle d’électricité du territoire (MWh / an),347.0
Arbrissel,35005,01/01/2022,Production annuelle d’électricité du territoire (MWh / an),344.0
Arbrissel,35005,01/01/2023,Production annuelle d’électricité du territoire (MWh / an),333.0
Argentré-du-Plessis,35006,01/01/2000,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2001,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2002,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2003,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2004,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2005,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2006,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2007,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2008,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2009,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2010,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2011,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2012,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2013,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2014,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2015,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2016,Production annuelle d’électricité du territoire (MWh / an),0.0
Argentré-du-Plessis,35006,01/01/2017,Production annuelle d’électricité du territoire (MWh / an),355.0
Argentré-du-Plessis,35006,01/01/2018,Production annuelle d’électricité du territoire (MWh / an),304.0
Argentré-du-Plessis,35006,01/01/2019,Production annuelle d’électricité du territoire (MWh / an),348.0
Argentré-du-Plessis,35006,01/01/2020,Production annuelle d’électricité du territoire (MWh / an),407.0
Argentré-du-Plessis,35006,01/01/2021,Production annuelle d’électricité du territoire (MWh / an),432.0
Argentré-du-Plessis,35006,01/01/2022,Production annuelle d’électricité du territoire (MWh / an),554.0
Argentré-du-Plessis,35006,01/01/2023,Production annuelle d’électricité du territoire (MWh / an),616.0
Argol,29001,01/01/2000,Production annuelle d’électricité du territoire (MWh / an),0.0
Argol,29001,01/01/2001,Production annuelle d’électricité du territoire (MWh / an),0.0
Argol,29001,01/01/2002,Production annuelle d’électricité du territoire (MWh / an),0.0
Argol,29001,01/01/2003,Production annuelle d’électricité du territoire (MWh / an),0.0
Argol,29001,01/01/2004,Production annuelle d’électricité du territoire (MWh / an),0.0
Argol,29001,01/01/2005,Production annuelle d’électricité du territoire (MWh / an),0.0
Argol,29001,01/01/2006,Production annuelle d’électricité du territoire (MWh / an),0.0
Argol,29001,01/01/2007,Production annuelle d’électricité du territoire (MWh / an),0.0
Argol,29001,01/01/2008,Production annuelle d’électricité du territoire (MWh / an),0.0
Argol,29001,01/01/2009,Production annuelle d’électricité du territoire (MWh / an),0.0
Argol,29001,01/01/2010,Production annuelle d’électricité du territoire (MWh / an),0.0
Argol,29001,01/01/2011,Production annuelle d’électricité du territoire (MWh / an),63.0
Argol,29001,01/01/2012,Production annuelle d’électricité du territoire (MWh / an),74.0
Argol,29001,01/01/2013,Production annuelle d’électricité du territoire (MWh / an),77.0
Argol,29001,01/01/2014,Production annuelle d’électricité du territoire (MWh / an),78.0
Argol,29001,01/01/2015,Production annuelle d’électricité du territoire (MWh / an),75.0
Argol,29001,01/01/2016,Production annuelle d’électricité du territoire (MWh / an),75.0
Argol,29001,01/01/2017,Production annuelle d’électricité du territoire (MWh / an),65.0
Argol,29001,01/01/2018,Production annuelle d’électricité du territoire (MWh / an),66.0
Argol,29001,01/01/2019,Production annuelle d’électricité du territoire (MWh / an),64.0
Argol,29001,01/01/2020,Production annuelle d’électricité du territoire (MWh / an),66.0
Argol,29001,01/01/2021,Production annuelle d’électricité du territoire (MWh / an),51.0
Argol,29001,01/01/2022,Production annuelle d’électricité du territoire (MWh / an),52.0
Argol,29001,01/01/2023,Production annuelle d’électricité du territoire (MWh / an),50.0
Arradon,56003,01/01/2000,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2001,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2002,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2003,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2004,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2005,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2006,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2007,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2008,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2009,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2010,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2011,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2012,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2013,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2014,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2015,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2016,Production annuelle d’électricité du territoire (MWh / an),0.0
Arradon,56003,01/01/2017,Production annuelle d’électricité du territoire (MWh / an),53.0
Arradon,56003,01/01/2018,Production annuelle d’électricité du territoire (MWh / an),331.0
Arradon,56003,01/01/2019,Production annuelle d’électricité du territoire (MWh / an),323.0
Arradon,56003,01/01/2020,Production annuelle d’électricité du territoire (MWh / an),324.0
Arradon,56003,01/01/2021,Production annuelle d’électricité du territoire (MWh / an),384.0
Arradon,56003,01/01/2022,Production annuelle d’électricité du territoire (MWh / an),398.0
Arradon,56003,01/01/2023,Production annuelle d’électricité du territoire (MWh / an),403.0
Arzal,56004,01/01/2000,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzal,56004,01/01/2001,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzal,56004,01/01/2002,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzal,56004,01/01/2003,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzal,56004,01/01/2004,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzal,56004,01/01/2005,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzal,56004,01/01/2006,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzal,56004,01/01/2007,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzal,56004,01/01/2008,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzal,56004,01/01/2009,Production annuelle d’électricité du territoire (MWh / an),251.0
Arzal,56004,01/01/2010,Production annuelle d’électricité du territoire (MWh / an),289.0
Arzal,56004,01/01/2011,Production annuelle d’électricité du territoire (MWh / an),408.0
Arzal,56004,01/01/2012,Production annuelle d’électricité du territoire (MWh / an),558.0
Arzal,56004,01/01/2013,Production annuelle d’électricité du territoire (MWh / an),2204.0
Arzal,56004,01/01/2014,Production annuelle d’électricité du territoire (MWh / an),3013.0
Arzal,56004,01/01/2015,Production annuelle d’électricité du territoire (MWh / an),3360.0
Arzal,56004,01/01/2016,Production annuelle d’électricité du territoire (MWh / an),3495.0
Arzal,56004,01/01/2017,Production annuelle d’électricité du territoire (MWh / an),4894.0
Arzal,56004,01/01/2018,Production annuelle d’électricité du territoire (MWh / an),6396.0
Arzal,56004,01/01/2019,Production annuelle d’électricité du territoire (MWh / an),6455.0
Arzal,56004,01/01/2020,Production annuelle d’électricité du territoire (MWh / an),6041.0
Arzal,56004,01/01/2021,Production annuelle d’électricité du territoire (MWh / an),6782.0
Arzal,56004,01/01/2022,Production annuelle d’électricité du territoire (MWh / an),7619.0
Arzal,56004,01/01/2023,Production annuelle d’électricité du territoire (MWh / an),6874.0
Arzano,29002,01/01/2000,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzano,29002,01/01/2001,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzano,29002,01/01/2002,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzano,29002,01/01/2003,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzano,29002,01/01/2004,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzano,29002,01/01/2005,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzano,29002,01/01/2006,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzano,29002,01/01/2007,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzano,29002,01/01/2008,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzano,29002,01/01/2009,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzano,29002,01/01/2010,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzano,29002,01/01/2011,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzano,29002,01/01/2012,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzano,29002,01/01/2013,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzano,29002,01/01/2014,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzano,29002,01/01/2015,Production annuelle d’électricité du territoire (MWh / an),623.0
Arzano,29002,01/01/2016,Production annuelle d’électricité du territoire (MWh / an),1256.0
Arzano,29002,01/01/2017,Production annuelle d’électricité du territoire (MWh / an),1372.0
Arzano,29002,01/01/2018,Production annuelle d’électricité du territoire (MWh / an),1643.0
Arzano,29002,01/01/2019,Production annuelle d’électricité du territoire (MWh / an),1687.0
Arzano,29002,01/01/2020,Production annuelle d’électricité du territoire (MWh / an),1768.0
Arzano,29002,01/01/2021,Production annuelle d’électricité du territoire (MWh / an),1840.0
Arzano,29002,01/01/2022,Production annuelle d’électricité du territoire (MWh / an),1596.0
Arzano,29002,01/01/2023,Production annuelle d’électricité du territoire (MWh / an),1777.0
Arzon,56005,01/01/2000,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2001,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2002,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2003,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2004,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2005,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2006,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2007,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2008,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2009,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2010,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2011,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2012,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2013,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2014,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2015,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2016,Production annuelle d’électricité du territoire (MWh / an),0.0
Arzon,56005,01/01/2017,Production annuelle d’électricité du territoire (MWh / an),93.0
Arzon,56005,01/01/2018,Production annuelle d’électricité du territoire (MWh / an),167.0
Arzon,56005,01/01/2019,Production annuelle d’électricité du territoire (MWh / an),215.0
Arzon,56005,01/01/2020,Production annuelle d’électricité du territoire (MWh / an),168.0
Arzon,56005,01/01/2021,Production annuelle d’électricité du territoire (MWh / an),64.0
Arzon,56005,01/01/2022,Production annuelle d’électricité du territoire (MWh / an),135.0
Arzon,56005,01/01/2023,Production annuelle d’électricité du territoire (MWh / an),245.0
Aubigné,35007,01/01/2000,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2001,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2002,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2003,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2004,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2005,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2006,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2007,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2008,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2009,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2010,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2011,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2012,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2013,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2014,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2015,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2016,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2017,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2018,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2019,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2020,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2021,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2022,Production annuelle d’électricité du territoire (MWh / an),0.0
Aubigné,35007,01/01/2023,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2000,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2001,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2002,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2003,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2004,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2005,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2006,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2007,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2008,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2009,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2010,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2011,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2012,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2013,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2014,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2015,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2016,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2017,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2018,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2019,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2020,Production annuelle d’électricité du territoire (MWh / an),0.0
Aucaleuc,22003,01/01/2021,Production annuelle d’électricité du territoire (MWh / an),21.0
Aucaleuc,22003,01/01/2022,Production annuelle d’électricité du territoire (MWh / an),25.0
Aucaleuc,22003,01/01/2023,Production annuelle d’électricité du territoire (MWh / an),24.0
Audierne,29003,01/01/2000,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2001,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2002,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2003,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2004,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2005,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2006,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2007,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2008,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2009,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2010,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2011,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2012,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2013,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2014,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2015,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2016,Production annuelle d’électricité du territoire (MWh / an),0.0
Audierne,29003,01/01/2017,Production annuelle d’électricité du territoire (MWh / an),41.0
Audierne,29003,01/01/2018,Production annuelle d’électricité du territoire (MWh / an),41.0
Audierne,29003,01/01/2019,Production annuelle d’électricité du territoire (MWh / an),42.0
Audierne,29003,01/01/2020,Production annuelle d’électricité du territoire (MWh / an),34.0
Audierne,29003,01/01/2021,Production annuelle d’électricité du territoire (MWh / an),37.0
Audierne,29003,01/01/2022,Production annuelle d’électricité du territoire (MWh / an),37.0
Audierne,29003,01/01/2023,Production annuelle d’électricité du territoire (MWh / an),136.0
Augan,56006,01/01/2000,Production annuelle d’électricité du territoire (MWh / an),0.0
Augan,56006,01/01/2001,Production annuelle d’électricité du territoire (MWh / an),0.0
Augan,56006,01/01/2002,Production annuelle d’électricité du territoire (MWh / an),0.0
Augan,56006,01/01/2003,Production annuelle d’électricité du territoire (MWh / an),0.0
Augan,56006,01/01/2004,Production annuelle d’électricité du territoire (MWh / an),0.0
Augan,56006,01/01/2005,Production annuelle d’électricité du territoire (MWh / an),0.0
Augan,56006,01/01/2006,Production annuelle d’électricité du territoire (MWh / an),0.0
Augan,56006,01/01/2007,Production annuelle d’électricité du territoire (MWh / an),0.0
Augan,56006,01/01/2008,Production annuelle d’électricité du territoire (MWh / an),0.0
Augan,56006,01/01/2009,Production annuelle d’électricité du territoire (MWh / an),0.0
Augan,56006,01/01/2010,Production annuelle d’électricité du territoire (MWh / an),0.0
Augan,56006,01/01/2011,Production annuelle d’électricité du territoire (MWh / an),1558.0
Augan,56006,01/01/2012,Production annuelle d’électricité du territoire (MWh / an),1389.0
Augan,56006,01/01/2013,Production annuelle d’électricité du territoire (MWh / an),1388.0
Augan,56006,01/01/2014,Production annuelle d’électricité du territoire (MWh / an),1415.0
Augan,56006,01/01/2015,Production annuelle d’électricité du territoire (MWh / an),1359.0
Augan,56006,01/01/2016,Production annuelle d’électricité du territoire (MWh / an),1289.0
Augan,56006,01/01/2017,Production annuelle d’électricité du territoire (MWh / an),312.0
Augan,56006,01/01/2018,Production annuelle d’électricité du territoire (MWh / an),342.0
Augan,56006,01/01/2019,Production annuelle d’électricité du territoire (MWh / an),352.0
Augan,56006,01/01/2020,Production annuelle d’électricité du territoire (MWh / an),2122.0
Augan,56006,01/01/2021,Production annuelle d’électricité du territoire (MWh / an),2781.0
Augan,56006,01/01/2022,Production annuelle d’électricité du territoire (MWh / an),2790.0
Augan,56006,01/01/2023,Production annuelle d’électricité du territoire (MWh / an),3084.0
Auray,56007,01/01/2000,Production annuelle d’électricité du territoire (MWh / an),0.0
Auray,56007,01/01/2001,Production annuelle d’électricité du territoire (MWh / an),0.0
Auray,56007,01/01/2002,Production annuelle d’électricité du territoire (MWh / an),0.0
Auray,56007,01/01/2003,Production annuelle d’électricité du territoire (MWh / an),0.0
Auray,56007,01/01/2004,Production annuelle d’électricité du territoire (MWh / an),0.0
Auray,56007,01/01/2005,Production annuelle d’électricité du territoire (MWh / an),0.0
Auray,56007,01/01/2006,Production annuelle d’électricité du territoire (MWh / an),0.0
Auray,56007,01/01/2007,Production annuelle d’électricité du territoire (MWh / an),0.0
Auray,56007,01/01/2008,Production annuelle d’électricité du territoire (MWh / an),0.0
Auray,56007,01/01/2009,Production annuelle d’électricité du territoire (MWh / an),0.0
Auray,56007,01/01/2010,Production annuelle d’électricité du territoire (MWh / an),0.0
Auray,56007,01/01/2011,Production annuelle d’électricité du territoire (MWh / an),0.0
Auray,56007,01/01/2012,Production annuelle d’électricité du territoire (MWh / an),58.0
Auray,56007,01/01/2013,Production annuelle d’électricité du territoire (MWh / an),58.0
Auray,56007,01/01/2014,Production annuelle d’électricité du territoire (MWh / an),60.0
Auray,56007,01/01/2015,Production annuelle d’électricité du territoire (MWh / an),58.0
Auray,56007,01/01/2016,Production annuelle d’électricité du territoire (MWh / an),58.0
Auray,56007,01/01/2017,Production annuelle d’électricité du territoire (MWh / an),298.0
Auray,56007,01/01/2018,Production annuelle d’électricité du territoire (MWh / an),266.0
Auray,56007,01/01/2019,Production annuelle d’électricité du territoire (MWh / an),287.0
Auray,56007,01/01/2020,Production annuelle d’électricité du territoire (MWh / an),236.0
Auray,56007,01/01/2021,Production annuelle d’électricité du territoire (MWh / an),325.0
Auray,56007,01/01/2022,Production annuelle d’électricité du territoire (MWh / an),331.0
Auray,56007,01/01/2023,Production annuelle d’électricité du territoire (MWh / an),332.0
Availles-sur-Seiche,35008,01/01/2000,Production annuelle d’électricité du territoire (MWh / an),0.0
Availles-sur-Seiche,35008,01/01/2001,Production annuelle d’électricité du territoire (MWh / an),0.0
Availles-sur-Seiche,35008,01/01/2002,Production annuelle d’électricité du territoire (MWh / an),0.0
Availles-sur-Seiche,35008,01/01/2003,Production annuelle d’électricité du territoire (MWh / an),0.0
Availles-sur-Seiche,35008,01/01/2004,Production annuelle d’électricité du territoire (MWh / an),0.0
Availles-sur-Seiche,35008,01/01/2005,Production annuelle d’électricité du territoire (MWh / an),0.0
Availles-sur-Seiche,35008,01/01/2006,Production annuelle d’électricité du territoire (MWh / an),0.0
Availles-sur-Seiche,35008,01/01/2007,Production annuelle d’électricité du territoire (MWh / an),0.0
Availles-sur-Seiche,35008,01/01/2008,Production annuelle d’électricité du territoire (MWh / an),0.0
Availles-sur-Seiche,35008,01/01/2009,Production annuelle d’électricité du territoire (MWh / an),0.0
Availles-sur-Seiche,35008,01/01/2010,Production annuelle d’électricité du territoire (MWh / an),0.0
Availles-sur-Seiche,35008,01/01/2011,Production annuelle d’électricité du territoire (MWh / an),64.0
Availles-sur-Seiche,35008,01/01/2012,Production annuelle d’électricité du territoire (MWh / an),152.0
Availles-sur-Seiche,35008,01/01/2013,Production annuelle d’électricité du territoire (MWh / an),275.0
Availles-sur-Seiche,35008,01/01/2014,Production annuelle d’électricité du territoire (MWh / an),297.0
Availles-sur-Seiche,35008,01/01/2015,Production annuelle d’électricité du territoire (MWh / an),440.0
Availles-sur-Seiche,35008,01/01/2016,Production annuelle d’électricité du territoire (MWh / an),576.0
Availles-sur-Seiche,35008,01/01/2017,Production annuelle d’électricité du territoire (MWh / an),674.0
Availles-sur-Seiche,35008,01/01/2018,Production annuelle d’électricité du territoire (MWh / an),695.0
