libelle_epci,code_epci,date,indicateur,valeur
Communauté de communes Côte d'Émeraude,243500725,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),21.475686235
Communauté de communes Côte d'Émeraude,243500725,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),22.0155449
Communauté de communes Côte d'Émeraude,243500725,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),21.608883657
Communauté de communes Côte d'Émeraude,243500725,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),20.676542167
Communauté de communes Douarnenez Communauté,242900645,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),46.304537119
Communauté de communes Douarnenez Communauté,242900645,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),45.307008266
Communauté de communes Douarnenez Communauté,242900645,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),43.544674449
Communauté de communes Douarnenez Communauté,242900645,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),41.158510215
Communauté de communes Haut-Léon Communauté,200067072,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),104.211547206
Communauté de communes Haut-Léon Communauté,200067072,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),99.523283279
Communauté de communes Haut-Léon Communauté,200067072,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),97.20828619
Communauté de communes Haut-Léon Communauté,200067072,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),94.751687601
Communauté de communes Leff Armor Communauté,200069086,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),150.536113068
Communauté de communes Leff Armor Communauté,200069086,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),154.728207932
Communauté de communes Leff Armor Communauté,200069086,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),150.232685731
Communauté de communes Leff Armor Communauté,200069086,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),142.819827446
Communauté de communes Liffré-Cormier Communauté,243500774,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),70.405534926
Communauté de communes Liffré-Cormier Communauté,243500774,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),73.7210033243
Communauté de communes Liffré-Cormier Communauté,243500774,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),72.1099531755
Communauté de communes Liffré-Cormier Communauté,243500774,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),69.8435247898
Communauté de communes Loudéac Communauté - Bretagne Centre,200067460,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),507.036976966
Communauté de communes Loudéac Communauté - Bretagne Centre,200067460,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),511.14942712
Communauté de communes Loudéac Communauté - Bretagne Centre,200067460,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),499.288037099
Communauté de communes Loudéac Communauté - Bretagne Centre,200067460,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),473.038978738
Communauté de communes Montfort Communauté,243500550,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),77.064102513
Communauté de communes Montfort Communauté,243500550,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),80.482996097
Communauté de communes Montfort Communauté,243500550,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),78.34989186
Communauté de communes Montfort Communauté,243500550,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),76.085004897
Communauté de communes Monts d'Arrée Communauté,200067197,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),89.874638328
Communauté de communes Monts d'Arrée Communauté,200067197,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),87.214252679
Communauté de communes Monts d'Arrée Communauté,200067197,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),84.771718396
Communauté de communes Monts d'Arrée Communauté,200067197,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),81.115932905
Communauté de communes Pays de Châteaugiron Communauté,243500659,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),58.863944809
Communauté de communes Pays de Châteaugiron Communauté,243500659,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),68.424308866
Communauté de communes Pays de Châteaugiron Communauté,243500659,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),69.43055120700001
Communauté de communes Pays de Châteaugiron Communauté,243500659,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),65.02422760900001
Communauté de communes Pleyben-Châteaulin-Porzay,200067247,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),197.808786882
Communauté de communes Pleyben-Châteaulin-Porzay,200067247,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),192.250232863
Communauté de communes Pleyben-Châteaulin-Porzay,200067247,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),184.924762489
Communauté de communes Pleyben-Châteaulin-Porzay,200067247,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),173.097376795
Communauté de communes Poher communauté,242900744,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),112.418080633
Communauté de communes Poher communauté,242900744,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),109.119510047
Communauté de communes Poher communauté,242900744,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),105.59029046996
Communauté de communes Poher communauté,242900744,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),101.533848913
Communauté de communes Pontivy Communauté,245614433,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),254.522068734
Communauté de communes Pontivy Communauté,245614433,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),251.2657145219
Communauté de communes Pontivy Communauté,245614433,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),245.33164876760003
Communauté de communes Pontivy Communauté,245614433,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),232.93527644576
Communauté de communes Presqu'île de Crozon-Aulne maritime,200066868,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),56.269396393
Communauté de communes Presqu'île de Crozon-Aulne maritime,200066868,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),54.535719949
Communauté de communes Presqu'île de Crozon-Aulne maritime,200066868,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),52.555965423
Communauté de communes Presqu'île de Crozon-Aulne maritime,200066868,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),50.326931344
Communauté de communes Questembert Communauté,245614383,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),107.6101285665
Communauté de communes Questembert Communauté,245614383,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),105.8664113673
Communauté de communes Questembert Communauté,245614383,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),102.8340630085
Communauté de communes Questembert Communauté,245614383,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),99.1066596244
Communauté de communes Roche aux Fées Communauté,243500634,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),165.908521899
Communauté de communes Roche aux Fées Communauté,243500634,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),175.63884157400005
Communauté de communes Roche aux Fées Communauté,243500634,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),172.686410872
Communauté de communes Roche aux Fées Communauté,243500634,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),166.453911883
Communauté de communes Roi Morvan Communauté,245614417,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),219.167128283
Communauté de communes Roi Morvan Communauté,245614417,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),215.970579022
Communauté de communes Roi Morvan Communauté,245614417,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),209.963119749
Communauté de communes Roi Morvan Communauté,245614417,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),202.900283448
Communauté de communes Val d'Ille-Aubigné,243500667,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),120.859075667
Communauté de communes Val d'Ille-Aubigné,243500667,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),134.723534665
Communauté de communes Val d'Ille-Aubigné,243500667,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),131.19194309099998
Communauté de communes Val d'Ille-Aubigné,243500667,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),127.321766028
Communauté de communes Vallons de Haute-Bretagne Communauté,200043990,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),131.440393904
Communauté de communes Vallons de Haute-Bretagne Communauté,200043990,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),136.69526206
Communauté de communes Vallons de Haute-Bretagne Communauté,200043990,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),132.79668046400002
Communauté de communes Vallons de Haute-Bretagne Communauté,200043990,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),129.823005535
Communauté de communes de Belle-Île-en-Mer,245600465,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),8.5230545911
Communauté de communes de Belle-Île-en-Mer,245600465,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),8.4695468448
Communauté de communes de Belle-Île-en-Mer,245600465,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),8.4384923922
Communauté de communes de Belle-Île-en-Mer,245600465,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),8.1958407738
Communauté de communes de Haute Cornouaille,242900561,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),162.490345296
Communauté de communes de Haute Cornouaille,242900561,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),158.573117061
Communauté de communes de Haute Cornouaille,242900561,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),153.54282145300002
Communauté de communes de Haute Cornouaille,242900561,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),146.43500712600002
Communauté de communes de Saint-Méen Montauban,200038990,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),149.943498434
Communauté de communes de Saint-Méen Montauban,200038990,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),155.60354241800002
Communauté de communes de Saint-Méen Montauban,200038990,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),153.421737883
Communauté de communes de Saint-Méen Montauban,200038990,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),144.947881809
Communauté de communes de l'Oust à Brocéliande,200066785,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),199.427429328
Communauté de communes de l'Oust à Brocéliande,200066785,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),199.183343056
Communauté de communes de l'Oust à Brocéliande,200066785,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),193.88041045187
Communauté de communes de l'Oust à Brocéliande,200066785,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),186.530811119
Communauté de communes du Haut Pays Bigouden,242900710,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),68.031340285
Communauté de communes du Haut Pays Bigouden,242900710,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),66.387992419
Communauté de communes du Haut Pays Bigouden,242900710,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),64.704373718
Communauté de communes du Haut Pays Bigouden,242900710,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),61.26512721100001
Communauté de communes du Kreiz-Breizh (CCKB),242200715,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),217.794325253
Communauté de communes du Kreiz-Breizh (CCKB),242200715,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),218.804723678
Communauté de communes du Kreiz-Breizh (CCKB),242200715,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),213.86061699400005
Communauté de communes du Kreiz-Breizh (CCKB),242200715,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),205.914720274
Communauté de communes du Pays Bigouden Sud,242900702,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),15.666834148
Communauté de communes du Pays Bigouden Sud,242900702,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),15.528115006
Communauté de communes du Pays Bigouden Sud,242900702,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),15.351950615
Communauté de communes du Pays Bigouden Sud,242900702,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),14.882684482999998
Communauté de communes du Pays Fouesnantais,242900660,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),21.9628009615
Communauté de communes du Pays Fouesnantais,242900660,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),21.4216748943
Communauté de communes du Pays Fouesnantais,242900660,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),20.599371037
Communauté de communes du Pays Fouesnantais,242900660,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),19.9475002722
Communauté de communes du Pays d'Iroise,242900074,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),192.051663099
Communauté de communes du Pays d'Iroise,242900074,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),176.64205743999997
Communauté de communes du Pays d'Iroise,242900074,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),168.23545023719998
Communauté de communes du Pays d'Iroise,242900074,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),158.88132169922
Communauté de communes du Pays de Dol et de la Baie du Mont Saint-Michel,200070670,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),99.24037497
Communauté de communes du Pays de Dol et de la Baie du Mont Saint-Michel,200070670,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),102.741877608
Communauté de communes du Pays de Dol et de la Baie du Mont Saint-Michel,200070670,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),101.577728529
Communauté de communes du Pays de Dol et de la Baie du Mont Saint-Michel,200070670,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),99.11627306
Communauté de communes du Pays de Landivisiau,242900751,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),222.885139305
Communauté de communes du Pays de Landivisiau,242900751,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),213.84729911923
Communauté de communes du Pays de Landivisiau,242900751,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),205.03000181372
Communauté de communes du Pays de Landivisiau,242900751,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),192.06816125117
Communauté de communes du Pays des Abers,242900553,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),177.587834508
Communauté de communes du Pays des Abers,242900553,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),172.079387277
Communauté de communes du Pays des Abers,242900553,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),164.973166171
Communauté de communes du Pays des Abers,242900553,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),152.557114584
Ploërmel Communauté,200066777,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),256.6444790068
Ploërmel Communauté,200066777,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),256.865249328
Ploërmel Communauté,200066777,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),250.07684281908
Ploërmel Communauté,200066777,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),240.743149003
Rennes Métropole,243500139,01/01/2010,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),222.762141903
Rennes Métropole,243500139,01/01/2018,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),230.168013425
Rennes Métropole,243500139,01/01/2020,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),224.947684836
Rennes Métropole,243500139,01/01/2022,Émissions de GES par le secteur de l’agriculture (TeqCO2/an),215.7645364
Blavet Bellevue Océan Communauté,245600440,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),3.566805265
Blavet Bellevue Océan Communauté,245600440,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),3.3590024990000003
Blavet Bellevue Océan Communauté,245600440,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),3.2677998930000003
Blavet Bellevue Océan Communauté,245600440,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),3.801691328
Brest Métropole,242900314,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),67.210513242
Brest Métropole,242900314,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),47.681708247
Brest Métropole,242900314,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),42.133310646
Brest Métropole,242900314,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),48.685848579
Communauté d'agglomération Concarneau Cornouaille Agglomération,242900769,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),12.357530428
Communauté d'agglomération Concarneau Cornouaille Agglomération,242900769,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),11.593142192999998
Communauté d'agglomération Concarneau Cornouaille Agglomération,242900769,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),11.295662855
Communauté d'agglomération Concarneau Cornouaille Agglomération,242900769,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),12.825391697
Communauté d'agglomération Dinan Agglomération,200068989,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),27.660512698
Communauté d'agglomération Dinan Agglomération,200068989,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),28.03625721
Communauté d'agglomération Dinan Agglomération,200068989,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),27.60486418471
Communauté d'agglomération Dinan Agglomération,200068989,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),28.524729569
Communauté d'agglomération Fougères Agglomération,200072452,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),18.115558163
Communauté d'agglomération Fougères Agglomération,200072452,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),17.331192947
Communauté d'agglomération Fougères Agglomération,200072452,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),16.842112233
Communauté d'agglomération Fougères Agglomération,200072452,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),15.995070848
Communauté d'agglomération Golfe du Morbihan - Vannes Agglomération,200067932,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),20.449741373
Communauté d'agglomération Golfe du Morbihan - Vannes Agglomération,200067932,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),19.092629153
Communauté d'agglomération Golfe du Morbihan - Vannes Agglomération,200067932,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),18.637601295
Communauté d'agglomération Golfe du Morbihan - Vannes Agglomération,200067932,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),21.24986674
Communauté d'agglomération Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,200067981,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),67.42327087
Communauté d'agglomération Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,200067981,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),76.880557496
Communauté d'agglomération Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,200067981,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),83.523300725
Communauté d'agglomération Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,200067981,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),89.83471519700001
Communauté d'agglomération Lamballe Terre et Mer,200069391,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),31.480569741
Communauté d'agglomération Lamballe Terre et Mer,200069391,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),31.789755697
Communauté d'agglomération Lamballe Terre et Mer,200069391,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),31.357351928
Communauté d'agglomération Lamballe Terre et Mer,200069391,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),32.2158368
Communauté d'agglomération Lannion-Trégor Communauté,200065928,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),51.017023932
Communauté d'agglomération Lannion-Trégor Communauté,200065928,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),61.481770743
Communauté d'agglomération Lannion-Trégor Communauté,200065928,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),74.58568473
Communauté d'agglomération Lannion-Trégor Communauté,200065928,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),86.69350980600001
Communauté d'agglomération Lorient Agglomération,200042174,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),19.825201363
Communauté d'agglomération Lorient Agglomération,200042174,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),18.491576714
Communauté d'agglomération Lorient Agglomération,200042174,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),18.044809388
Communauté d'agglomération Lorient Agglomération,200042174,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),19.85062702
Communauté d'agglomération Morlaix Communauté,242900835,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),44.024044404
Communauté d'agglomération Morlaix Communauté,242900835,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),45.214186705
Communauté d'agglomération Morlaix Communauté,242900835,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),44.654482687
Communauté d'agglomération Morlaix Communauté,242900835,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),54.901219306
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),21.554884275
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),19.659776388
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),19.075267648
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),22.057801098
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),18.64865605
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),17.851171537
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),17.368208109999998
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),19.68289236
Communauté d'agglomération Redon Agglomération,243500741,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),14.203828949
Communauté d'agglomération Redon Agglomération,243500741,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),13.657016111
Communauté d'agglomération Redon Agglomération,243500741,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),13.397058854
Communauté d'agglomération Redon Agglomération,243500741,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),14.520781326
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),20.79367839
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),19.666057303
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),19.222843611
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),21.66918755
Communauté d'agglomération Vitré Communauté,200039022,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),29.641141321
Communauté d'agglomération Vitré Communauté,200039022,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),29.489123589
Communauté d'agglomération Vitré Communauté,200039022,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),28.650588033
Communauté d'agglomération Vitré Communauté,200039022,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),28.101751103
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),1.074399762
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),1.016435403
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),0.997789068
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),1.072486192
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),27.584891307
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),23.028834689
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2020,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),23.35590311
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2022,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),25.150600688
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2010,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),9.856766039
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2018,Émissions de CO2 direct par le secteur de l’agriculture (TeqCO2/an),9.701262973
