libelle_epci,code_epci,date,indicateur,valeur
Blavet Bellevue Océan Communauté,245600440,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),116.135703291002
Blavet Bellevue Océan Communauté,245600440,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),117.76636774994
Blavet Bellevue Océan Communauté,245600440,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),107.41821631773
Blavet Bellevue Océan Communauté,245600440,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),99.40479214807
Brest Métropole,242900314,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),1049.8548345315
Brest Métropole,242900314,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),920.9427228109
Brest Métropole,242900314,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),897.45366350675
Brest Métropole,242900314,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),844.5406456361001
Communauté d'agglomération Concarneau Cornouaille Agglomération,242900769,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),362.61188409319
Communauté d'agglomération Concarneau Cornouaille Agglomération,242900769,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),333.46538639964
Communauté d'agglomération Concarneau Cornouaille Agglomération,242900769,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),293.66871379512
Communauté d'agglomération Concarneau Cornouaille Agglomération,242900769,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),292.791993173859
Communauté d'agglomération Dinan Agglomération,200068989,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),762.33727094071
Communauté d'agglomération Dinan Agglomération,200068989,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),727.0922153125
Communauté d'agglomération Dinan Agglomération,200068989,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),658.7650597840238
Communauté d'agglomération Dinan Agglomération,200068989,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),662.165039146
Communauté d'agglomération Fougères Agglomération,200072452,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),533.0870459216
Communauté d'agglomération Fougères Agglomération,200072452,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),578.100620061573
Communauté d'agglomération Fougères Agglomération,200072452,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),535.2581157032
Communauté d'agglomération Fougères Agglomération,200072452,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),516.8447009728
Communauté d'agglomération Golfe du Morbihan - Vannes Agglomération,200067932,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),920.62475690478
Communauté d'agglomération Golfe du Morbihan - Vannes Agglomération,200067932,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),868.9111649273
Communauté d'agglomération Golfe du Morbihan - Vannes Agglomération,200067932,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),787.9606516034
Communauté d'agglomération Golfe du Morbihan - Vannes Agglomération,200067932,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),770.540085516
Communauté d'agglomération Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,200067981,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),813.16095039633
Communauté d'agglomération Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,200067981,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),804.9669436429999
Communauté d'agglomération Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,200067981,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),772.20408069264
Communauté d'agglomération Guingamp-Paimpol Agglomération de l'Armor à l'Argoat,200067981,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),797.6029495809
Communauté d'agglomération Lamballe Terre et Mer,200069391,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),804.25298351735
Communauté d'agglomération Lamballe Terre et Mer,200069391,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),819.28704089716
Communauté d'agglomération Lamballe Terre et Mer,200069391,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),688.06626051497
Communauté d'agglomération Lamballe Terre et Mer,200069391,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),686.6407838943001
Communauté d'agglomération Lannion-Trégor Communauté,200065928,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),673.69822275315
Communauté d'agglomération Lannion-Trégor Communauté,200065928,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),642.8582370619
Communauté d'agglomération Lannion-Trégor Communauté,200065928,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),608.6123434214
Communauté d'agglomération Lannion-Trégor Communauté,200065928,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),628.3660369899001
Communauté d'agglomération Lorient Agglomération,200042174,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),1097.9234685633
Communauté d'agglomération Lorient Agglomération,200042174,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),975.4807815397
Communauté d'agglomération Lorient Agglomération,200042174,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),923.1581152653
Communauté d'agglomération Lorient Agglomération,200042174,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),893.800389317
Communauté d'agglomération Morlaix Communauté,242900835,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),559.66828140711
Communauté d'agglomération Morlaix Communauté,242900835,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),525.5578688426
Communauté d'agglomération Morlaix Communauté,242900835,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),484.78267079007
Communauté d'agglomération Morlaix Communauté,242900835,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),477.020101048
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),655.27349213224
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),659.0875268975
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),588.1047452206001
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),549.4149687058
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),448.02465515177
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),417.9419044209
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),384.7428254578
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),379.2693423044
Communauté d'agglomération Redon Agglomération,243500741,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),373.9568802840501
Communauté d'agglomération Redon Agglomération,243500741,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),334.0308869473
Communauté d'agglomération Redon Agglomération,243500741,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),330.5287246294
Communauté d'agglomération Redon Agglomération,243500741,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),328.4104675609
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),930.442130349
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),873.2253182114
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),770.4947181822499
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),813.1075823808001
Communauté d'agglomération Vitré Communauté,200039022,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),862.52043590888
Communauté d'agglomération Vitré Communauté,200039022,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),870.0596261182
Communauté d'agglomération Vitré Communauté,200039022,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),818.4569085620001
Communauté d'agglomération Vitré Communauté,200039022,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),791.6951505168
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),31.515407858767
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),28.280132864914
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),27.084717094373
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),27.76306753554
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),344.31651695798
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),348.8296201685
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),343.9060550266
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),305.0807124321
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),504.22672771963
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),503.7626591091
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),541.1238969719
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),581.1437405816
Communauté de communes Arc Sud Bretagne,200027027,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),236.95786119157
Communauté de communes Arc Sud Bretagne,200027027,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),229.43701134601
Communauté de communes Arc Sud Bretagne,200027027,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),215.5361563616
Communauté de communes Arc Sud Bretagne,200027027,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),218.0114158238
Communauté de communes Auray Quiberon Terre Atlantique,200043123,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),490.49225251057
Communauté de communes Auray Quiberon Terre Atlantique,200043123,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),460.0604740847
Communauté de communes Auray Quiberon Terre Atlantique,200043123,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),397.5978763534701
Communauté de communes Auray Quiberon Terre Atlantique,200043123,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),415.70217404804
Communauté de communes Baud Communauté,200096675,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),163.994187781022
Communauté de communes Baud Communauté,200096675,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),157.1069004189
Communauté de communes Baud Communauté,200096675,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),149.4944790417
Communauté de communes Baud Communauté,200096675,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),156.02261622624002
Communauté de communes Bretagne Romantique,243500733,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),311.04123468171
Communauté de communes Bretagne Romantique,243500733,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),309.7226021775
Communauté de communes Bretagne Romantique,243500733,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),292.13782961307
Communauté de communes Bretagne Romantique,243500733,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),296.2373231026
Communauté de communes Bretagne porte de Loire Communauté,200070662,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),316.54660036784
Communauté de communes Bretagne porte de Loire Communauté,200070662,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),350.92531365393
Communauté de communes Bretagne porte de Loire Communauté,200070662,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),323.23027403713
Communauté de communes Bretagne porte de Loire Communauté,200070662,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),336.2253087329
Communauté de communes Brocéliande Communauté,243500618,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),285.628798897474
Communauté de communes Brocéliande Communauté,243500618,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),189.1213215493
Communauté de communes Brocéliande Communauté,243500618,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),169.29452523567
Communauté de communes Brocéliande Communauté,243500618,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),182.20951561815
Communauté de communes Cap Sizun - Pointe du Raz,242900629,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),118.8549174167
Communauté de communes Cap Sizun - Pointe du Raz,242900629,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),105.82158651398
Communauté de communes Cap Sizun - Pointe du Raz,242900629,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),99.8958624139874
Communauté de communes Cap Sizun - Pointe du Raz,242900629,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),98.28025444909
Communauté de communes Centre Morbihan Communauté,200096683,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),316.43725374967
Communauté de communes Centre Morbihan Communauté,200096683,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),310.25656477480004
Communauté de communes Centre Morbihan Communauté,200096683,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),280.33055010178
Communauté de communes Centre Morbihan Communauté,200096683,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),274.48411432272
Communauté de communes Communauté Lesneven Côte des Légendes,242900793,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),213.49665033314
Communauté de communes Communauté Lesneven Côte des Légendes,242900793,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),198.151821152
Communauté de communes Communauté Lesneven Côte des Légendes,242900793,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),187.888993641708
Communauté de communes Communauté Lesneven Côte des Légendes,242900793,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),173.35675880684
Communauté de communes Couesnon Marches de Bretagne,200070688,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),282.41822895038
Communauté de communes Couesnon Marches de Bretagne,200070688,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),287.52705350128
Communauté de communes Couesnon Marches de Bretagne,200070688,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),258.53528310989
Communauté de communes Couesnon Marches de Bretagne,200070688,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),260.58864640889
Communauté de communes Côte d'Émeraude,243500725,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),155.3458877734
Communauté de communes Côte d'Émeraude,243500725,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),136.7667630087
Communauté de communes Côte d'Émeraude,243500725,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),133.30009530697998
Communauté de communes Côte d'Émeraude,243500725,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),135.5240993787
Communauté de communes Douarnenez Communauté,242900645,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),121.39143694799
Communauté de communes Douarnenez Communauté,242900645,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),119.86450740566
Communauté de communes Douarnenez Communauté,242900645,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),106.169091587211
Communauté de communes Douarnenez Communauté,242900645,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),100.74865258796
Communauté de communes Haut-Léon Communauté,200067072,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),295.75829304118
Communauté de communes Haut-Léon Communauté,200067072,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),303.26573560225
Communauté de communes Haut-Léon Communauté,200067072,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),298.72151736941
Communauté de communes Haut-Léon Communauté,200067072,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),263.96048875451
Communauté de communes Leff Armor Communauté,200069086,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),312.22154115732
Communauté de communes Leff Armor Communauté,200069086,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),332.91562885654
Communauté de communes Leff Armor Communauté,200069086,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),291.93745499693
Communauté de communes Leff Armor Communauté,200069086,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),295.83024602169
Communauté de communes Liffré-Cormier Communauté,243500774,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),200.91895917967
Communauté de communes Liffré-Cormier Communauté,243500774,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),198.346135376
Communauté de communes Liffré-Cormier Communauté,243500774,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),177.44809962494
Communauté de communes Liffré-Cormier Communauté,243500774,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),186.6433394182
Communauté de communes Loudéac Communauté - Bretagne Centre,200067460,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),822.63595805108
Communauté de communes Loudéac Communauté - Bretagne Centre,200067460,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),740.8502474299
Communauté de communes Loudéac Communauté - Bretagne Centre,200067460,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),711.8659321422999
Communauté de communes Loudéac Communauté - Bretagne Centre,200067460,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),687.1557088166
Communauté de communes Montfort Communauté,243500550,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),177.9895671523
Communauté de communes Montfort Communauté,243500550,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),176.78011214749
Communauté de communes Montfort Communauté,243500550,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),159.47704889452
Communauté de communes Montfort Communauté,243500550,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),163.02442732959
Communauté de communes Monts d'Arrée Communauté,200067197,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),120.696032040297
Communauté de communes Monts d'Arrée Communauté,200067197,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),111.797429130327
Communauté de communes Monts d'Arrée Communauté,200067197,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),106.984411669933
Communauté de communes Monts d'Arrée Communauté,200067197,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),102.6855693247
Communauté de communes Pays de Châteaugiron Communauté,243500659,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),200.99934371972
Communauté de communes Pays de Châteaugiron Communauté,243500659,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),232.3286084891
Communauté de communes Pays de Châteaugiron Communauté,243500659,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),196.9668590139
Communauté de communes Pays de Châteaugiron Communauté,243500659,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),200.4507160742
Communauté de communes Pleyben-Châteaulin-Porzay,200067247,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),334.11870242727
Communauté de communes Pleyben-Châteaulin-Porzay,200067247,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),306.69482941917
Communauté de communes Pleyben-Châteaulin-Porzay,200067247,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),276.28307074614
Communauté de communes Pleyben-Châteaulin-Porzay,200067247,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),263.57125469549
Communauté de communes Poher communauté,242900744,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),230.21011235496
Communauté de communes Poher communauté,242900744,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),206.17211186453
Communauté de communes Poher communauté,242900744,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),189.16630414782
Communauté de communes Poher communauté,242900744,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),186.73284627098
Communauté de communes Pontivy Communauté,245614433,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),663.09905626224
Communauté de communes Pontivy Communauté,245614433,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),672.946631795927
Communauté de communes Pontivy Communauté,245614433,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),641.11064313047
Communauté de communes Pontivy Communauté,245614433,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),633.8053417068
Communauté de communes Presqu'île de Crozon-Aulne maritime,200066868,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),159.67506582925
Communauté de communes Presqu'île de Crozon-Aulne maritime,200066868,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),148.39930273196
Communauté de communes Presqu'île de Crozon-Aulne maritime,200066868,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),147.29716465381
Communauté de communes Presqu'île de Crozon-Aulne maritime,200066868,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),147.00686295084
Communauté de communes Questembert Communauté,245614383,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),264.99922627809
Communauté de communes Questembert Communauté,245614383,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),280.84718392906
Communauté de communes Questembert Communauté,245614383,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),267.01384243555003
Communauté de communes Questembert Communauté,245614383,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),273.09683358250004
Communauté de communes Roche aux Fées Communauté,243500634,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),403.66118637068
Communauté de communes Roche aux Fées Communauté,243500634,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),353.95844573703
Communauté de communes Roche aux Fées Communauté,243500634,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),322.84916685883
Communauté de communes Roche aux Fées Communauté,243500634,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),302.14791069750004
Communauté de communes Roi Morvan Communauté,245614417,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),333.05767145903
Communauté de communes Roi Morvan Communauté,245614417,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),331.6621754444
Communauté de communes Roi Morvan Communauté,245614417,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),303.60949084706
Communauté de communes Roi Morvan Communauté,245614417,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),283.69757639258
Communauté de communes Val d'Ille-Aubigné,243500667,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),293.07570734355
Communauté de communes Val d'Ille-Aubigné,243500667,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),299.8880541684
Communauté de communes Val d'Ille-Aubigné,243500667,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),272.8807788534
Communauté de communes Val d'Ille-Aubigné,243500667,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),283.0181290992
Communauté de communes Vallons de Haute-Bretagne Communauté,200043990,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),277.42603919021
Communauté de communes Vallons de Haute-Bretagne Communauté,200043990,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),267.49032177582
Communauté de communes Vallons de Haute-Bretagne Communauté,200043990,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),249.46648676837
Communauté de communes Vallons de Haute-Bretagne Communauté,200043990,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),256.32768092252
Communauté de communes de Belle-Île-en-Mer,245600465,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),41.297359923495
Communauté de communes de Belle-Île-en-Mer,245600465,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),35.766816186732
Communauté de communes de Belle-Île-en-Mer,245600465,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),31.911882732551
Communauté de communes de Belle-Île-en-Mer,245600465,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),33.86011740862
Communauté de communes de Haute Cornouaille,242900561,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),232.45756054669
Communauté de communes de Haute Cornouaille,242900561,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),218.63528266704
Communauté de communes de Haute Cornouaille,242900561,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),203.08447674664
Communauté de communes de Haute Cornouaille,242900561,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),194.70084664785
Communauté de communes de Saint-Méen Montauban,200038990,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),343.053411502816
Communauté de communes de Saint-Méen Montauban,200038990,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),337.13145065685
Communauté de communes de Saint-Méen Montauban,200038990,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),303.583837718119
Communauté de communes de Saint-Méen Montauban,200038990,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),307.24595189696
Communauté de communes de l'Oust à Brocéliande,200066785,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),404.02478752064
Communauté de communes de l'Oust à Brocéliande,200066785,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),360.239178165
Communauté de communes de l'Oust à Brocéliande,200066785,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),333.65494819607
Communauté de communes de l'Oust à Brocéliande,200066785,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),326.909806646
Communauté de communes du Haut Pays Bigouden,242900710,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),135.314429617379
Communauté de communes du Haut Pays Bigouden,242900710,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),124.90638043965
Communauté de communes du Haut Pays Bigouden,242900710,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),116.792319007566
Communauté de communes du Haut Pays Bigouden,242900710,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),113.21419083803
Communauté de communes du Kreiz-Breizh (CCKB),242200715,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),352.37311141944
Communauté de communes du Kreiz-Breizh (CCKB),242200715,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),392.50657558377
Communauté de communes du Kreiz-Breizh (CCKB),242200715,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),384.65398241099
Communauté de communes du Kreiz-Breizh (CCKB),242200715,01/01/2022,Émissions de GES tout secteur confondu (TeqCO2/an),388.73498086172
Communauté de communes du Pays Bigouden Sud,242900702,01/01/2010,Émissions de GES tout secteur confondu (TeqCO2/an),267.34005625927
Communauté de communes du Pays Bigouden Sud,242900702,01/01/2018,Émissions de GES tout secteur confondu (TeqCO2/an),212.8394831194
Communauté de communes du Pays Bigouden Sud,242900702,01/01/2020,Émissions de GES tout secteur confondu (TeqCO2/an),187.98466175829
